,No.,Compound ID,SMILES,Assay ID,LogP app
436,437.0,CHEMBL3431737,c1ccc(OCC(N2CCCC[C@@]2C(N4Cc3ccc([C@@]5CCOCC5)cc3C4)=O)=O)cc1,CHEMBL3431937,-5.35
437,438.0,CHEMBL3431738,c1ccc(OCC(N2CCCC[C@@]2C(N4Cc3ccc(OC[C@]5CC5)cc3C4)=O)=O)cc1,CHEMBL3431937,-5.57
438,439.0,CHEMBL3431739,c1ccc(OCC(N2CCCC[C@@]2C(N4Cc3ccc([C@@]5CCOC5)cc3C4)=O)=O)cc1,CHEMBL3431937,-5.33
439,440.0,CHEMBL3431740,COc1ccc(Cl)cc1CN3c2cc(C(Nc4nc(CC([O-])=O)cs4)=O)ccc2COC3=O,CHEMBL3431937,-5.77
440,441.0,CHEMBL3431741,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cccc(N5C=CNC5=O)c4)on3)=O)cc1,CHEMBL3431937,-5.13
441,442.0,CHEMBL3431742,c1ccc(OCC(N2CCCC[C@@]2c3nc(C(N4CCOCC4)=O)on3)=O)cc1,CHEMBL3431937,-5.09
442,443.0,CHEMBL3431743,c1ccc(OCC(N2CCCC[C@@]2c3nc(C(N4CC[C@@](c5ccncc5)C4)=O)on3)=O)cc1,CHEMBL3431937,-5.37
443,444.0,CHEMBL3431744,Cn1ccc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)no2)n1,CHEMBL3431937,-5.03
444,445.0,CHEMBL3431745,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccnn4)on3)=O)cc1,CHEMBL3431937,-5.23
445,446.0,CHEMBL3431746,Cc1cc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)no2)no1,CHEMBL3431937,-5.17
446,447.0,CHEMBL3431747,Cc1cc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)no2)n(C)n1,CHEMBL3431937,-5.19
447,448.0,CHEMBL3431748,Cc1cc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)no2)nn1,CHEMBL3431937,-5.22
448,449.0,CHEMBL3431749,Cc1cc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)no2)on1,CHEMBL3431937,-5.02
449,450.0,CHEMBL3431750,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cc([N+]([O-])=O)nn4)on3)=O)cc1,CHEMBL3431937,-5.16
450,451.0,CHEMBL3431751,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc5c(COC(N5)=O)c4)no3)=O)cc1,CHEMBL3431937,-5.45
451,452.0,CHEMBL3431752,Cc1cc(C)cc(S(=O)(N2CCc3c2cc(C(Nc4nc(CC([O-])=O)cs4)=O)cc3)=O)c1,CHEMBL3431937,-5.65
452,453.0,CHEMBL3431753,c1cc(S(=O)(N2CCc3c2cc(C(Nc4nc(CC([O-])=O)cs4)=O)cc3)=O)cc(Cl)c1,CHEMBL3431937,-5.54
453,454.0,CHEMBL3431754,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ncc(CC([O-])=O)s4)=O)cc3)=O,CHEMBL3431937,-5.66
454,455.0,CHEMBL3431756,c1cc(CN3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)ccc2S(=O)(CC3=O)=O)cc(Cl)c1,CHEMBL3431937,-5.98
455,456.0,CHEMBL3431757,c1ccc(OCC(N2CCCC[C@@]2c3nnc(c4ccc5c(NC(NC5)=O)c4)n3)=O)cc1,CHEMBL3431937,-5.66
456,457.0,CHEMBL3431758,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cccc(N5CCCS5(=O)=O)c4)no3)=O)cc1,CHEMBL3431937,-4.61
457,458.0,CHEMBL3431759,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cccc(N5CCCC5=O)c4)no3)=O)cc1,CHEMBL3431937,-5.41
458,459.0,CHEMBL3431760,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cccc(N5CC(NC5=O)=O)c4)no3)=O)cc1,CHEMBL3431937,-5.42
459,460.0,CHEMBL3431761,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cccc(N5C=NNC5=O)c4)no3)=O)cc1,CHEMBL3431937,-5.31
460,461.0,CHEMBL3431762,c1ccc(OCc3nc2cc(F)ccc2n3[C@@]4CCN(C(COc5ccccc5)=O)CC4)cc1,CHEMBL3431937,-5.64
461,462.0,CHEMBL3431763,COc1ccc(Cl)cc1S(=O)(N2CCS(=O)(c3c2cc(C(Nc4ccc(C([O-])=O)c(F)c4)=O)cc3)=O)=O,CHEMBL3431937,-6.68
462,463.0,CHEMBL3431764,COc1ccc(Cl)cc1S(=O)(N2CCSc3c2cc(C(Nc4ccc(C([O-])=O)c(F)c4)=O)cc3)=O,CHEMBL3431937,-5.59
463,464.0,CHEMBL3431766,c1ccc(c2cn(CC(Nc4ccc(C([O-])=O)cc4)=O)c3c2cccc3)cc1,CHEMBL3431937,-5.76
464,465.0,CHEMBL3431767,COc1ccc(Cl)cc1S(=O)(N2CCS(=O)(c3c2cc(C(Nc4ccc(C([O-])=O)c(Cl)c4)=O)cc3)=O)=O,CHEMBL3431937,-7.22
465,466.0,CHEMBL3431768,CC(Nc1ccc(c2nc([C@]3CCCCN3C(C#Cc4ccccc4)=O)on2)cc1[C@](F)(F)F)=O,CHEMBL3431937,-5.82
466,467.0,CHEMBL3431769,CN(C(CCC(Nc1cc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)on2)cc(F)c1)=O)=O)C,CHEMBL3431937,-6.08
467,468.0,CHEMBL3431770,COc1ccc(Cl)cc1Cn2cc(C([O-])=O)c3c2cc(C(Nc4ccccc4)=O)cc3,CHEMBL3431937,-6.28
468,469.0,CHEMBL3431773,CN(S(=O)(c3cc(Cl)ccc3OC)=O)c1cccc(C(Nc2nc(CC([O-])=O)cs2)=O)c1,CHEMBL3431937,-5.61
469,470.0,CHEMBL3431779,COc1ccc(Cl)cc1Cn2ccc3c2cc(C(Nc4nc(CC([O-])=O)cs4)=O)cc3,CHEMBL3431937,-5.94
470,471.0,CHEMBL3431781,CCOC([C@]2CN(S(=O)(c4cc(Cl)ccc4OC)=O)c1cc(C(Nc3cccc(F)c3)=O)ccc1O2)=O,CHEMBL3431937,-5.88
471,472.0,CHEMBL3431782,Cn2c1ccc(C(Nc4ccc(C([O-])=O)cc4)=O)cc1c(S(=O)(c3cc(Cl)ccc3OC)=O)n2,CHEMBL3431937,-5.72
472,473.0,CHEMBL3431783,Cn2c(S(=O)(c4cc(Cl)ccc4OC)=O)c1cc(C(Nc3ccc(C([O-])=O)cc3)=O)ccc1n2,CHEMBL3431937,-5.65
473,474.0,CHEMBL3431784,COc1ccc(Cl)cc1S(=O)(N2C[C@](C([O-])=O)Oc3c2cc(C(Nc4ccccc4F)=O)cc3)=O,CHEMBL3431937,-6.42
474,475.0,CHEMBL3431785,COc1ccc(Cl)cc1S(=O)(N2C[C@](C([O-])=O)Oc3c2cc(C(Nc4ccc(F)cc4)=O)cc3)=O,CHEMBL3431937,-7.22
475,476.0,CHEMBL3431788,c1cc(S(=O)(N2CCS(=O)(c3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3)=O)=O)cc(Cl)c1,CHEMBL3431937,-6.07
476,477.0,CHEMBL3431789,Cc1cc(C)cc(S(=O)(N2CCS(=O)(c3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3)=O)=O)c1,CHEMBL3431937,-5.71
477,478.0,CHEMBL3431790,c1ccc(OCC(N2CCCC[C@@]2c3nnc(c4cccc(N5CC(NC5=O)=O)c4)n3)=O)cc1,CHEMBL3431937,-5.72
478,479.0,CHEMBL3431792,Cn2c1ccc(C(Nc4ccc(CC([O-])=O)cc4)=O)cc1c(S(=O)(c3cc(Cl)ccc3OC)=O)n2,CHEMBL3431937,-6.41
479,480.0,CHEMBL3431793,Cc1cc(C)cc(S(=O)(N2CCSc3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3)=O)c1,CHEMBL3431937,-5.75
480,481.0,CHEMBL3431794,c1cc(S(=O)(N2CCSc3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3)=O)cc(Cl)c1,CHEMBL3431937,-5.55
481,482.0,CHEMBL3431795,c1cc(S(=O)(N2CCS(c3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3)=O)=O)cc(Cl)c1,CHEMBL3431937,-6.55
482,483.0,CHEMBL3431796,Cc1cc(C)cc(S(=O)(N2CCS(c3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3)=O)=O)c1,CHEMBL3431937,-6.31
483,484.0,CHEMBL3431797,COc1ccc(Cl)cc1CN3c2cc(C(Nc5nc(CC([O-])=O)cs5)=O)ccc2[C@]4(CC4)C3=O,CHEMBL3431937,-5.99
484,485.0,CHEMBL3431798,COc1ccc(Cl)cc1S(=O)(Nc2cc(C(Nc3ccccc3)=O)ccc2CCC([O-])=O)=O,CHEMBL3431937,-5.62
485,486.0,CHEMBL3431799,c1ccc(OCC(N2CCCC[C@@]2C(N4Cc3cc(O[C@]5CCOCC5)c(F)cc3C4)=O)=O)cc1,CHEMBL3431937,-5.45
486,487.0,CHEMBL3431800,c1ccc(OCC(N2CCCC[C@@]2C(N4Cc3cc(N5CCOCC5)c(F)cc3C4)=O)=O)cc1,CHEMBL3431937,-5.08
487,488.0,CHEMBL3431802,c1ccc(OCC(N2CCCC[C@@]2C(N4Cc3ccc(O[C@@]5CCOC5)cc3C4)=O)=O)cc1,CHEMBL3431937,-4.94
488,489.0,CHEMBL3431804,c1ccc(c2csc([C@]3CCCCN3C(COc4ccccc4)=O)n2)cc1,CHEMBL3431937,-5.83
489,490.0,CHEMBL3431805,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc(C([O-])=O)cc4)cs3)=O)cc1,CHEMBL3431937,-5.29
490,491.0,CHEMBL3431806,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cccc(C([O-])=O)c4)cs3)=O)cc1,CHEMBL3431937,-5.3
491,492.0,CHEMBL3431807,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cccc(C([O-])=O)c4)cs3)=O)cc1,CHEMBL3431937,-5.45
492,493.0,CHEMBL3431808,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cccnc4)cs3)=O)cc1,CHEMBL3431937,-5.42
493,494.0,CHEMBL3431810,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccncc4)cs3)=O)cc1,CHEMBL3431937,-5.42
494,495.0,CHEMBL3431811,COc1ccc(Cl)cc1CN3c2cc(C(Nc5ccc(C([O-])=O)cc5)=O)ccc2[C@]4(CC4)C3=O,CHEMBL3431937,-5.91
495,496.0,CHEMBL3431812,COc1ccc(Cl)cc1S(=O)(c2cnc3c2cc(C(Nc4ccccc4)=O)cc3)=O,CHEMBL3431937,-7.22
496,497.0,CHEMBL3431814,COc1ccc(Cl)cc1S(=O)(c2cn(CC(N)=O)c3c2cc(C(Nc4ccccc4)=O)cc3)=O,CHEMBL3431937,-6.52
497,498.0,CHEMBL3431816,COc1ccc(Cl)cc1S(=O)(c2cn(CCC([O-])=O)c3c2cc(C(Nc4ccccc4)=O)cc3)=O,CHEMBL3431937,-6.41
498,499.0,CHEMBL3431818,C[C@@](C(N(c2cc(C(Nc3nc(CC([O-])=O)cs3)=O)ccc2Cl)Cc1cc(Cl)ccc1OC)=O)C,CHEMBL3431937,-5.5
499,500.0,CHEMBL3431819,Cc1cc(C(Nc4ccc(CC([O-])=O)cc4)=O)cc2c1CCN2S(=O)(c3cc(Cl)ccc3OC)=O,CHEMBL3431937,-5.51
500,501.0,CHEMBL3431820,Cc1cc(C(Nc4nc(CC([O-])=O)cs4)=O)cc2c1CCN2S(=O)(c3cc(Cl)ccc3OC)=O,CHEMBL3431937,-5.69
501,502.0,CHEMBL3431821,COc1ccc(Cl)cc1S(=O)(N2CCCCc3c2cc(C(Nc4nc(CC([O-])=O)cs4)=O)cc3)=O,CHEMBL3431937,-5.46
502,503.0,CHEMBL3431822,Cc1ccc(OC)c(S(=O)(N2CCCc3c2cc(C(Nc4nc(CC([O-])=O)cs4)=O)cc3)=O)c1,CHEMBL3431937,-5.77
503,504.0,CHEMBL3431823,COc1ccc(Cl)cc1S(=O)(Nc2cc(C(Nc3ccccc3)=O)ccc2\C=C\C([O-])=O)=O,CHEMBL3431937,-6.0
504,505.0,CHEMBL3431824,COc1ccc(Cl)cc1S(=O)(N2COc3c2cc(C(Nc4ccn(CC([O-])=O)n4)=O)cc3)=O,CHEMBL3431937,-7.52
505,506.0,CHEMBL3431825,CN(S(=O)(c4cc(Cl)ccc4OC)=O)c1cc(C(Nc3nc(CC([O-])=O)cs3)=O)cc2c1OCO2,CHEMBL3431937,-5.61
506,507.0,CHEMBL3431826,CN(S(=O)(c4cc(Cl)ccc4OC)=O)c1cc(C(Nc3ccc(C([O-])=O)cc3)=O)cc2c1OCCO2,CHEMBL3431937,-5.6
507,508.0,CHEMBL3431827,CN(S(=O)(c4cc(Cl)ccc4OC)=O)c1cc(C(Nc3nc(CC([O-])=O)cs3)=O)cc2c1OCCO2,CHEMBL3431937,-5.89
508,509.0,CHEMBL3431829,CN(S(=O)(c4cc(Cl)ccc4OC)=O)c1cc(C(Nc3ccc(C([O-])=O)cc3)=O)cc2c1OCO2,CHEMBL3431937,-5.69
509,510.0,CHEMBL3431830,COc1ccc(Cl)cc1S(=O)(c2cn(CCCC([O-])=O)c3c2cc(C(Nc4ccccc4)=O)cc3)=O,CHEMBL3431937,-6.57
510,511.0,CHEMBL3431831,COc1ccc(Cl)cc1S(=O)(c2cn(CCO)c3c2cc(C(Nc4ccccc4)=O)cc3)=O,CHEMBL3431937,-7.22
511,512.0,CHEMBL3431832,COc1ccc(Cl)cc1S(=O)(c2cn(CCCO)c3c2cc(C(Nc4ccccc4)=O)cc3)=O,CHEMBL3431937,-7.22
512,513.0,CHEMBL3431835,COc1ccc(Cl)cc1S(=O)(N2CCc3c2cc(C(Nc4ccn(CC([O-])=O)n4)=O)cc3)=O,CHEMBL3431937,-6.64
513,514.0,CHEMBL3431837,COc1ccc(Cl)cc1S(=O)(c3c2cc(C(Nc4ccccc4)=O)ccc2n(CCC([O-])=O)n3)=O,CHEMBL3431937,-6.17
514,515.0,CHEMBL3431838,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ccn(CC([O-])=O)n4)=O)cc3)=O,CHEMBL3431937,-7.05
515,516.0,CHEMBL3431841,Cc1cc(C)cc(S(=O)(c3c2cc(C(Nc4ccccc4)=O)ccc2n(CC([O-])=O)n3)=O)c1,CHEMBL3431937,-8.0
516,517.0,CHEMBL3431842,Cc1cc(C)cc(S(=O)(c3c2cc(C(Nc4ccccc4)=O)ccc2n(CCC([O-])=O)n3)=O)c1,CHEMBL3431937,-6.04
517,518.0,CHEMBL3431843,Cc1cc(C)cc(S(=O)(c3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)ccc2nn3)=O)c1,CHEMBL3431937,-7.52
518,519.0,CHEMBL3431844,Cc1cc(C)cc(S(=O)(c3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)ccc2n(C)n3)=O)c1,CHEMBL3431937,-6.12
519,520.0,CHEMBL3431845,COc1ccc(Cl)cc1S(=O)(N2C[C@](C([O-])=O)Cc3c2cc(C(Nc4ccccc4)=O)cc3)=O,CHEMBL3431937,-5.74
520,521.0,CHEMBL3431846,Cc1cc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)nn2)n(C)n1,CHEMBL3431937,-5.28
521,522.0,CHEMBL3431847,c1ccc(OCC(N2CCCC[C@@]2c3csc(c4cccc(C([O-])=O)c4)n3)=O)cc1,CHEMBL3431937,-5.63
522,523.0,CHEMBL3431848,CS(=O)(c1ccc(c2csc([C@]3CCCCN3C(COc4ccccc4)=O)n2)cc1)=O,CHEMBL3431937,-5.68
523,524.0,CHEMBL3431854,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc(C#N)cc4)cs3)=O)cc1,CHEMBL3431937,-5.71
524,525.0,CHEMBL3431856,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc(Cl)nc4)cs3)=O)cc1,CHEMBL3431937,-5.9
525,526.0,CHEMBL3431859,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc(C(N)=O)cc4)cs3)=O)cc1,CHEMBL3431937,-5.26
526,527.0,CHEMBL3431860,CC(Nc1ccc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)cs2)cc1)=O,CHEMBL3431937,-5.91
527,528.0,CHEMBL3431864,c1ccc(OCC(N2CCCC[C@@]2c3csc(c4ccc([C@](F)(F)F)nc4)n3)=O)cc1,CHEMBL3431937,-5.88
528,529.0,CHEMBL3431868,Cc1ccc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)cs2)cn1,CHEMBL3431937,-5.68
529,530.0,CHEMBL3431872,COc1ccc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)cs2)cn1,CHEMBL3431937,-6.52
530,531.0,CHEMBL3431873,c1ccc(OCC(N2CCCC[C@@]2c3csc(c4ccccn4)n3)=O)cc1,CHEMBL3431937,-5.32
531,532.0,CHEMBL3431878,Cc1c(c4cccc(C([O-])=O)c4)nc([C@]2CCCCN2C(COc3ccccc3)=O)s1,CHEMBL3431937,-5.21
532,533.0,CHEMBL3431880,CN(S(=O)(c4cc(Cl)ccc4OC)=O)c1cc(C(Nc3ncc(CC([O-])=O)s3)=O)cc2c1OCO2,CHEMBL3431937,-5.65
533,534.0,CHEMBL3431881,CN(S(=O)(c4cc(Cl)ccc4OC)=O)c1cc(C(Nc3ccn(CC([O-])=O)n3)=O)cc2c1OCO2,CHEMBL3431937,-6.89
534,535.0,CHEMBL3431882,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4nc(CC([O-])=O)cs4)=O)cc3Cl)=O,CHEMBL3431937,-5.59
535,536.0,CHEMBL3431883,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ccc(CC([O-])=O)cc4)=O)cc3Cl)=O,CHEMBL3431937,-5.49
536,537.0,CHEMBL3431884,CCN(S(=O)(c4cc(Cl)ccc4OC)=O)c1cc(C(Nc3nc(CC([O-])=O)cs3)=O)cc2c1OCO2,CHEMBL3431937,-5.47
537,538.0,CHEMBL3431886,CCN(S(=O)(c4cc(Cl)ccc4OC)=O)c1cc(C(Nc3ncc(CC([O-])=O)s3)=O)cc2c1OCO2,CHEMBL3431937,-5.49
538,539.0,CHEMBL3431888,CCCN(S(=O)(c4cc(Cl)ccc4OC)=O)c1cc(C(Nc3nc(CC([O-])=O)cs3)=O)cc2c1OCO2,CHEMBL3431937,-5.45
539,540.0,CHEMBL3431889,CCCN(S(=O)(c4cc(Cl)ccc4OC)=O)c1cc(C(Nc3ccc(CC([O-])=O)cc3)=O)cc2c1OCO2,CHEMBL3431937,-5.46
540,541.0,CHEMBL3431890,CCCN(S(=O)(c4cc(Cl)ccc4OC)=O)c1cc(C(Nc3ncc(CC([O-])=O)s3)=O)cc2c1OCO2,CHEMBL3431937,-5.45
541,542.0,CHEMBL3431895,COc1ccc(Cl)cc1S(=O)(N2COc3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3F)=O,CHEMBL3431937,-5.66
542,543.0,CHEMBL3431896,COc1ccc(Cl)cc1S(=O)(N2COc3c2cc(C(Nc4ccc(C([O-])=O)c(F)c4)=O)cc3F)=O,CHEMBL3431937,-5.73
543,544.0,CHEMBL3431897,COc1ccc(Cl)cc1S(=O)(N2COc3c2cc(C(Nc4ccc(C([O-])=O)c(Cl)c4)=O)cc3F)=O,CHEMBL3431937,-5.75
544,545.0,CHEMBL3431898,C[C@]1CN(S(=O)(c4cc(Cl)ccc4OC)=O)c2c1ccc(C(Nc3ccc(C([O-])=O)c(F)c3)=O)c2,CHEMBL3431937,-5.7
545,546.0,CHEMBL3431899,C[C@]1CN(S(=O)(c4cc(Cl)ccc4OC)=O)c2c1ccc(C(Nc3ccc(C([O-])=O)c(Cl)c3)=O)c2,CHEMBL3431937,-5.75
546,547.0,CHEMBL3431900,C[C@]1CN(S(=O)(c4cc(Cl)ccc4OC)=O)c2c1ccc(C(Nc3ccc(C([O-])=O)cc3)=O)c2,CHEMBL3431937,-5.62
547,548.0,CHEMBL3431901,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cccc(OCC([O-])=O)c4)no3)=O)cc1,CHEMBL3431937,-6.43
548,549.0,CHEMBL3431902,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cccc(OCC(N)=O)c4)no3)=O)cc1,CHEMBL3431937,-5.6
549,550.0,CHEMBL3431903,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3F)=O,CHEMBL3431937,-5.61
550,551.0,CHEMBL3431904,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc(C#N)cc4)on3)=O)cc1,CHEMBL3431937,-5.26
551,552.0,CHEMBL3431905,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cccc(C#N)c4)on3)=O)cc1,CHEMBL3431937,-5.42
552,553.0,CHEMBL3431906,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cc(N)cnc4)on3)=O)cc1,CHEMBL3431937,-5.3
553,554.0,CHEMBL3431907,COc1ccc(Cl)cc1Sc2cnc3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3,CHEMBL3431937,-6.75
554,555.0,CHEMBL3431908,Cn1cc(Sc4cc(Cl)ccc4OC)c2c1ccc(C(Nc3ccc(C([O-])=O)cc3)=O)c2,CHEMBL3431937,-6.28
555,556.0,CHEMBL3431909,Cn1cc(S(=O)(c4cc(Cl)ccc4OC)=O)c2c1ccc(C(Nc3ccc(C([O-])=O)cc3)=O)c2,CHEMBL3431937,-6.33
556,557.0,CHEMBL3431910,CC1NC(C(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)on2)=CN1)=O,CHEMBL3431937,-5.52
557,558.0,CHEMBL3431911,c1ccc(OCC(N3C[C@@]2C[C@@]2[C@@]3c4nc(c5ccc(S(=O)(N)=O)cc5)no4)=O)cc1,CHEMBL3431937,-5.29
558,559.0,CHEMBL3431912,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ccc(C([O-])=O)c(F)c4)=O)cc3F)=O,CHEMBL3431937,-5.78
559,560.0,CHEMBL3431913,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ccc(C([O-])=O)c(Cl)c4)=O)cc3F)=O,CHEMBL3431937,-5.84
560,561.0,CHEMBL3431914,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3Cl)=O,CHEMBL3431937,-5.66
561,562.0,CHEMBL3431915,Cc1cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc2c1OCCN2S(=O)(c3cc(Cl)ccc3OC)=O,CHEMBL3431937,-5.78
562,563.0,CHEMBL3431916,Cc1cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc2c1OCN2S(=O)(c3cc(Cl)ccc3OC)=O,CHEMBL3431937,-5.73
563,564.0,CHEMBL3431917,COc1ccc(Cl)cc1S(=O)(N2COc3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3Cl)=O,CHEMBL3431937,-5.41
564,565.0,CHEMBL3431918,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3[C@](F)(F)F)=O,CHEMBL3431937,-5.58
565,566.0,CHEMBL3431920,C[C@@](N(S(=O)(c4cc(Cl)ccc4OC)=O)c1cc(C(Nc3ncc(CC([O-])=O)s3)=O)cc2c1OCO2)C,CHEMBL3431937,-5.45
566,567.0,CHEMBL3431922,COCCN(S(=O)(c4cc(Cl)ccc4OC)=O)c1cc(C(Nc3nc(CC([O-])=O)cs3)=O)cc2c1OCO2,CHEMBL3431937,-5.94
567,568.0,CHEMBL3431926,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ncc(CC([O-])=O)s4)=O)cc3Cl)=O,CHEMBL3431937,-5.51
568,569.0,CHEMBL3431927,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ccn(CC([O-])=O)n4)=O)cc3Cl)=O,CHEMBL3431937,-7.52
569,570.0,CHEMBL595,N1C(=O)S[C@@](Cc3ccc(OCCc2ncc(CC)cc2)cc3)C1=O,CHEMBL3431937,-5.13
570,571.0,CHEMBL108877,c1(O)ccccc1Cl,CHEMBL905613,-4.47
571,572.0,CHEMBL11,N1(CCC[N@H+](C)C)c2c(cccc2)CCc3c1cccc3,CHEMBL905613,-4.54
572,573.0,CHEMBL110739,C1CC(=O)C=C2CC[C@@]3[C@]([C@@](O)C[C@@]4(C)[C@]3CC[C@@]4C(=O)CO)[C@@]12C,CHEMBL905613,-4.67
573,574.0,CHEMBL112,C(=O)(C)Nc1ccc(O)cc1,CHEMBL905613,-5.91
574,575.0,CHEMBL113,c12c(n(C)cn2)C(=O)N(C)C(=O)N1C,CHEMBL905613,-5.21
575,576.0,CHEMBL1143,c1(Cl)cc(Cl)ccc1O,CHEMBL905613,-4.58
576,577.0,CHEMBL13,O(C[C@](C[NH2+][C@@](C)C)O)c1ccc(CCOC)cc1,CHEMBL905613,-5.01
577,578.0,CHEMBL130,[N+]([O-])(=O)c1ccc(cc1)[C@@](O)[C@@](CO)NC(=O)[C@@](Cl)Cl,CHEMBL905613,-5.35
578,579.0,CHEMBL131,C1C(=O)C=C2[C@]([C@@]4[C@]([C@]3[C@]([C@](C(CO)=O)(O)CC3)(C)C[C@@]4O)CC2)(C)C=1,CHEMBL905613,-5.49
579,580.0,CHEMBL134,C1(=NCCN1)Nc2c(cccc2Cl)Cl,CHEMBL905613,-4.97
580,581.0,CHEMBL13888,[N+]([O-])(=O)c1cc(ccc1)O,CHEMBL905613,-4.56
581,582.0,CHEMBL14060,Oc1ccccc1,CHEMBL905613,-4.16
582,583.0,CHEMBL14068,[N+]([O-])(=O)c1cc(ccc1)N,CHEMBL905613,-4.35
583,584.0,CHEMBL14092,c1(ccccc1)c2ccccc2,CHEMBL905613,-5.39
584,585.0,CHEMBL14205,Oc1c(cccc1)[N+](=O)[O-],CHEMBL905613,-4.05
585,586.0,CHEMBL14282,Nc1ccc(cc1)[N+](=O)[O-],CHEMBL905613,-4.43
586,587.0,CHEMBL15063,n1c(nc(N[C@@](C)C)nc1NCC)Cl,CHEMBL905613,-4.4
587,588.0,CHEMBL154,c1([C@](C)C(=O)[O-])cc2c(cc1)cc(OC)cc2,CHEMBL905613,-5.29
588,589.0,CHEMBL15844,n1ccc2ccccc12,CHEMBL905612,-4.5
589,590.0,CHEMBL15888,Clc1ccc(cc1)N,CHEMBL905613,-4.12
590,591.0,CHEMBL16,N1C(=O)[C@](c2ccccc2)(c3ccccc3)NC=1O,CHEMBL905613,-4.58
591,592.0,CHEMBL1790041,[N+]([O-])(=O)\C=C(\NCCSCc1oc(C[N@H+](C)C)cc1)/NC,CHEMBL905613,-5.87
592,593.0,CHEMBL189558,O=C1[C@@](NC(=O)[C@](Cc3ccc(cc3)O)N1)Cc2ccc(cc2)O,CHEMBL905612,-6.17
593,594.0,CHEMBL190,N1(C)c2c(ncn2)C(=O)N(C)C1=O,CHEMBL905613,-5.4
594,595.0,CHEMBL191011,N1C(=O)[C@](Cc3cnc5c3cccc5)NC(=O)[C@@]1Cc2cnc4c2cccc4,CHEMBL905612,-5.04
595,596.0,CHEMBL207225,C([O-])(CCc1cnc2c1cccc2)=O,CHEMBL905612,-5.68
