,No.,Compound ID,SMILES,Assay ID,LogP app
148,149.0,CHEMBL3425632,C2N(C)C(=O)[C@@](NC(=O)[C@@](N(C)C(=O)[C@]1CCCN1C(=O)[C@@](NC(=O)[C@](Cc3ccccc3)N(C)C2=O)C[C@@](C)C)Cc4ccc(O)cc4),CHEMBL3430218,-6.46
149,150.0,CHEMBL3425633,C2NC(=O)[C@@](NC(=O)[C@@](N(C)C(=O)[C@]1CCCN1C(=O)[C@@](N(C)C(=O)[C@](Cc3ccccc3)N(C)C2=O)C[C@@](C)C)Cc4ccc(O)cc4),CHEMBL3430218,-6.8
150,151.0,CHEMBL3425634,C2N(C)C(=O)[C@](N(C)C(=O)[C@@](NC(=O)[C@@]1CCCN1C(=O)[C@](NC(=O)[C@](Cc3ccccc3)NC2=O)C[C@@](C)C)Cc4ccc(O)cc4)C,CHEMBL3430218,-7.16
151,152.0,CHEMBL3425635,C1N(C)C(=O)[C@](N(C)C(=O)[C@@](NC(=O)[C@](C[C@@](C)C)N(C)C(=O)[C@](N(C)C(=O)[C@](Cc2ccccc2)NC1=O)C[C@@](C)C)Cc3ccc( O)cc3)C,CHEMBL3430218,-6.03
152,153.0,CHEMBL3425636,C2N(C)C(=O)[C@@](N(C)C(=O)[C@@](NC(=O)[C@@]1CCCN1C(=O)[C@](NC(=O)[C@@](Cc3ccccc3)NC2=O)C[C@@](C)C)Cc4ccc(O)cc4),CHEMBL3430218,-7.52
153,154.0,CHEMBL3425637,C2N(C)C(=O)[C@](N(C)C(=O)[C@@](NC(=O)[C@@]1CCCN1C(=O)[C@@](N(C)C(=O)[C@@](Cc3ccccc3)NC2=O)C[C@@](C)C)Cc4ccc(O)cc 4)C,CHEMBL3430218,-6.85
154,155.0,CHEMBL3425639,C2N(C)C(=O)[C@@](N(C)C(=O)[C@@](NC(=O)[C@@]1CCCN1C(=O)[C@@](NC(=O)[C@](Cc3ccccc3)NC2=O)C[C@@](C)C)Cc4ccc(O)cc4) C[C@@](C)C,CHEMBL3430218,-7.0
155,156.0,CHEMBL3425640,[C@]2(C[C@@](C)C)N(C)C(=O)[C@@](N(C)C(=O)[C@@](NC(=O)[C@@]1CCCN1C(=O)[C@@](NC(=O)[C@](Cc3ccccc3)NC2=O)C[C@@](C)C)Cc4ccc(O)cc4)C[C@@](C)C,CHEMBL3430218,-6.39
156,157.0,CHEMBL3425642,[C@@]1(C)NC(=O)[C@](NC(=O)[C@@](NC(=O)[C@@](N(C)C(=O)[C@@](NC(=O)[C@](C)N(C)C1=O)C)C)C)C,CHEMBL3430218,-8.0
157,158.0,CHEMBL3425643,[C@@]1(Cc2ccccc2)NC([C@]6N(CCC6)C(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@](Cc3ccccc3)NC1=O)Cc4cnc5c4cccc5)[C@ @](C)C)C[C@@](C)C)=O,CHEMBL3430218,-6.43
158,159.0,CHEMBL3425644,[C@]12CCCN2C(=O)[C@](Cc4ccc(O)cc4)NC(=O)[C@](Cc3ccccc3)NC([C@]5N(CCC5)C(=O)[C@@](NC(=O)CNC1=O)C[C@@](C)C)=O,CHEMBL3430218,-8.0
159,160.0,CHEMBL3425646,[C@]1(C[C@@](C)C)C(=O)N[C@@](Cc3ccc(O)cc3)C(=O)N[C@@]([C@@](C)C)C(NCC(=O)N[C@@]([C@](O)C)C(N[C@@](Cc2ccccc2)C(N1)=O)=O)=O,CHEMBL3430218,-7.4
160,161.0,CHEMBL3425647,[C@]1(Cc3ccccc3)C(=O)N[C@@](Cc2ccc(O)cc2)C(=O)N[C@]([C@](CC)C)C(NCC(=O)N[C@@]([C@](C)C)C(NCC(N1)=O)=O)=O,CHEMBL3430218,-8.0
161,162.0,CHEMBL3425648,[C@]1(C[C@@](C)C)C(=O)N[C@@](Cc2ccc(O)cc2)C(=O)N[C@@](C)C(NCC(=O)N[C@@]([C@](O)C)C(N[C@@](Cc3ccccc3)C(N1)=O)=O)=O,CHEMBL3430218,-7.7
162,163.0,CHEMBL3425649,[C@]1(Cc3ccccc3)C(=O)NCC(=O)N[C@@](C[C@@](C)C)C(N[C@@](C)C(=O)N[C@@](Cc2ccc(O)cc2)C(N[C@@](CC(=O)N)C(N1)=O)=O)=O,CHEMBL3430218,-8.0
163,164.0,CHEMBL3425650,[C@]1(C[C@@](C)C)C(=O)N[C@@](Cc3ccc(O)cc3)C(=O)N[C@]([C@](O)C)C(NCC(=O)N[C@@]([C@](O)C)C(N[C@@](Cc2ccccc2)C(N1)=O)=O)=O,CHEMBL3430218,-7.7
164,165.0,CHEMBL3425653,C2C(=O)N[C@@]([C@](O)C)C(N[C@@](Cc1ccccc1)C(N[C@@](C[C@@](C)C)C(=O)N[C@@](Cc3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(N2 C)=O)=O)=O,CHEMBL3430218,-7.7
165,166.0,CHEMBL3425654,C2C(=O)N(C)[C@]([C@](O)C)C(N[C@@](Cc1ccccc1)C(N[C@@](C[C@@](C)C)C(=O)N[C@@](Cc3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(N2 C)=O)=O)=O,CHEMBL3430218,-8.0
166,167.0,CHEMBL3427784,[C@]3(C[C@@](C)C)NC(=O)[C@](C[C@@](C)C)NC(=O)[C@@](NC(=O)[C@@]2CCCN2C(=O)[C@](NC(=O)[C@@](C[C@@](C)C)NC3=O)C[C@@](C)C)Cc1ccc(O)cc1,CHEMBL3430218,-5.79
167,168.0,CHEMBL3427785,C[C@@](C)C[C@@]3NC(=O)[C@](C[C@@](C)C)NC(=O)[C@@](NC(=O)[C@@]2CCCN2C(=O)[C@@]4N(CCC4)C(=O)[C@@](C[C@@](C)C)NC3=O)Cc1ccc(O)cc1,CHEMBL3430218,-7.05
168,169.0,CHEMBL3427786,[C@]3(C[C@@](C)C)NC(=O)[C@@](C[C@@](C)C)NC(=O)[C@@](NC(=O)[C@@]2CCCN2C(=O)[C@@](NC(=O)[C@@](C[C@@](C)C)NC3=O)C[C@@](C)C)Cc1ccc(O)cc1,CHEMBL3430218,-6.96
169,170.0,CHEMBL3427787,[C@]3(C[C@@](C)C)NC(=O)[C@@](C[C@@](C)C)NC(=O)[C@@](NC(=O)[C@@]2CCCN2C(=O)[C@](NC(=O)[C@](C[C@@](C)C)NC3=O)C[C@@](C)C)Cc1ccc(O)cc1,CHEMBL3430218,-5.46
170,171.0,CHEMBL3427788,[C@]3(C[C@@](C)C)N(C)C(=O)[C@](C[C@@](C)C)NC(=O)[C@@](NC(=O)[C@]2CCCN2C(=O)[C@@](NC(=O)[C@](C[C@@](C)C)NC3=O)C[C@@](C)C)Cc1ccc(O)cc1,CHEMBL3430218,-6.11
171,172.0,CHEMBL3427789,[C@]3(C[C@@](C)C)NC(=O)[C@](C[C@@](C)C)NC(=O)[C@@](NC(=O)[C@]2CCCN2C(=O)[C@@](NC(=O)[C@](C[C@@](C)C)N(C)C3=O)C[C@@](C)C)Cc1ccc(O)cc1,CHEMBL3430218,-6.12
172,173.0,CHEMBL3427790,[C@]3(C[C@@](C)C)NC(=O)[C@](C[C@@](C)C)NC(=O)[C@@](N(C)C(=O)[C@]2CCCN2C(=O)[C@@](NC(=O)[C@](C[C@@](C)C)NC3=O)C[C@@](C)C)Cc1ccc(O)cc1,CHEMBL3430218,-5.89
173,174.0,CHEMBL3427791,[C@]3(C[C@@](C)C)N(C)C(=O)[C@@](NC(=O)[C@@](NC(=O)[C@]2CCCN2C(=O)[C@@](NC(=O)[C@](C[C@@](C)C)N(C)C3=O)C[C@@](C)C)Cc1ccc(O)cc1)C[C@@](C)C,CHEMBL3430218,-6.02
174,175.0,CHEMBL3427792,[C@]3(C[C@@](C)C)N(C)C(=O)[C@@](NC(=O)[C@@](N(C)C(=O)[C@]2CCCN2C(=O)[C@@](NC(=O)[C@](C[C@@](C)C)NC3=O)C[C@@](C)C)Cc1ccc(O)cc1)C[C@@](C)C,CHEMBL3430218,-5.82
175,176.0,CHEMBL3427793,[C@]3(C[C@@](C)C)NC(=O)[C@@](NC(=O)[C@@](N(C)C(=O)[C@]2CCCN2C(=O)[C@@](NC(=O)[C@](C[C@@](C)C)N(C)C3=O)C[C@@](C)C)Cc1ccc(O)cc1)C[C@@](C)C,CHEMBL3430218,-5.88
176,177.0,CHEMBL3427794,[C@]3(C[C@@](C)C)N(C)C(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@]2CCCN2C(=O)[C@](NC(=O)[C@@](C[C@@](C)C)N(C)C3=O)C[C@@] (C)C)Cc1ccc(O)cc1)C[C@@](C)C,CHEMBL3430218,-5.42
177,178.0,CHEMBL3427795,[C@@]3(C[C@@](C)C)N(C)C(=O)[C@](C[C@@](C)C)N(C)C(=O)[C@@](NC(=O)[C@@]2CCCN2C(=O)[C@@]4N(CCC4)C(=O)[C@@](C[C@ @](C)C)NC3=O)Cc1ccc(O)cc1,CHEMBL3430218,-5.96
178,179.0,CHEMBL3427796,[C@]3(C[C@@](C)C)N(C)C(=O)[C@](N(C)C(=O)[C@@](NC(=O)[C@@]2CCCN2C(=O)[C@@](N(C)C(=O)[C@@](C[C@@](C)C)NC3=O)C[C@ @](C)C)Cc1ccc(O)cc1)C[C@@](C)C,CHEMBL3430218,-5.73
179,180.0,CHEMBL3427797,[C@]3(C[C@@](C)C)N(C)C(=O)[C@](N(C)C(=O)[C@@](NC(=O)[C@@]2CCCN2C(=O)[C@](N(C)C(=O)[C@](C[C@@](C)C)NC3=O)C[C@@]( C)C)Cc1ccc(O)cc1)C[C@@](C)C,CHEMBL3430218,-7.0
180,181.0,CHEMBL3427798,[C@]3(C[C@@](C)C)N(C)C(=O)[C@@](N(C)C(=O)[C@@](NC(=O)[C@]2CCCN2C(=O)[C@@](N(C)C(=O)[C@](C[C@@](C)C)N(C)C3=O)C[C@@](C)C)Cc1ccc(O)cc1)C[C@@](C)C,CHEMBL3430218,-5.82
181,182.0,CHEMBL421362,N13C(=O)[C@](Cc5ccccc5)NC(=O)[C@]([C@@](C)O)NC(=O)[C@](CCCC[NH3+])NC(=O)[C@@](Cc2cnc4c2cccc4)NC(=O)[C@](Cc6ccccc6)N C(=O)[C@@]1CCC3,CHEMBL3430218,-7.1
182,183.0,CHEMBL121,N1C(=O)S[C@@](Cc2ccc(OCCN(C)c3ncccc3)cc2)C1=O,CHEMBL3431937,-5.12
183,184.0,CHEMBL2216774,c1cccc(OCC(N2[C@@](c3scc(c4ncccc4)n3)CCCC2)=O)c1,CHEMBL3431937,-5.04
184,185.0,CHEMBL2216778,c1c(C(=O)Nc3cc(F)ccc3)cc2c(O[C@@](C(=O)[O-])CN2S(=O)(=O)c4cc(Cl)ccc4OC)c1,CHEMBL3431937,-6.85
185,186.0,CHEMBL2216779,c1c(C(=O)[O-])ccc(NC(=O)c2cc3c(CCN3S(=O)(=O)c4cc(Cl)ccc4OC)cc2)c1,CHEMBL3431937,-5.56
186,187.0,CHEMBL3431460,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc5c(NC(C5)=O)c4)no3)=O)cc1,CHEMBL3431937,-5.84
187,188.0,CHEMBL3431462,c1ccc(OCC(N2CCCC[C@@]2C(N4Cc3ccc(Cl)cc3C4)=O)=O)cc1,CHEMBL3431937,-5.3
188,189.0,CHEMBL3431464,Cc1c(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)on2)snn1,CHEMBL3431937,-5.23
189,190.0,CHEMBL3431465,CCn1c(C)nc(Cl)c1c2nc([C@]3CCCCN3C(COc4ccccc4)=O)on2,CHEMBL3431937,-5.4
190,191.0,CHEMBL3431466,Cn1cnc(Br)c1c2nc([C@]3CCCCN3C(COc4ccccc4)=O)on2,CHEMBL3431937,-5.25
191,192.0,CHEMBL3431467,Cc1cc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)on2)n(C)n1,CHEMBL3431937,-5.36
192,193.0,CHEMBL3431468,Cc1c(Cl)c(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)on2)n(C)n1,CHEMBL3431937,-5.78
193,194.0,CHEMBL3431469,Cc1cc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)on2)no1,CHEMBL3431937,-5.41
194,195.0,CHEMBL3431470,COc1ccc(Cl)cc1S(=O)(N2COc3c2cc(C(Nc4nc(CC([O-])=O)cs4)=O)cc3)=O,CHEMBL3431937,-5.53
195,196.0,CHEMBL3431471,COc1ccc(Cl)cc1S(=O)(N2COc3c2cc(C(Nc4ccc(CC([O-])=O)cc4)=O)cc3)=O,CHEMBL3431937,-5.52
196,197.0,CHEMBL3431473,c1ccc(OCC(N2CCCC[C@@]2c3nc([C@@]4CCCCC4)on3)=O)cc1,CHEMBL3431937,-6.02
197,198.0,CHEMBL3431474,CO[C@]1CC[C@@](c2nc([C@]3CCCCN3C(COc4ccccc4)=O)no2)CC1,CHEMBL3431937,-5.46
198,199.0,CHEMBL3431476,COC([C@]1CCCC[C@@]1c2nc([C@]3CCCCN3C(COc4ccccc4)=O)no2)=O,CHEMBL3431937,-5.65
199,200.0,CHEMBL3431477,CCn1cc(Sc4cc(Cl)ccc4OC)c2c1ccc(C(Nc3ccc(C([O-])=O)cc3)=O)c2,CHEMBL3431937,-6.15
200,201.0,CHEMBL3431478,CCn1cc(S(=O)(c4cc(Cl)ccc4OC)=O)c2c1ccc(C(Nc3ccc(C([O-])=O)cc3)=O)c2,CHEMBL3431937,-6.17
201,202.0,CHEMBL3431479,C[C@@]1(C)C(N(c2ccc(Cl)c(c3nc([C@]4CCCCN4C(COc5ccccc5)=O)no3)c2)C(N1)=O)=O,CHEMBL3431937,-6.31
202,203.0,CHEMBL3431480,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4c(Cl)cnc(N)n4)on3)=O)cc1,CHEMBL3431937,-5.45
203,204.0,CHEMBL3431481,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc(n5cncn5)cc4)on3)=O)cc1,CHEMBL3431937,-5.65
204,205.0,CHEMBL3431482,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc(n5cnnn5)cc4)on3)=O)cc1,CHEMBL3431937,-5.77
205,206.0,CHEMBL3431483,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cccc5c4ncn5)on3)=O)cc1,CHEMBL3431937,-5.78
206,207.0,CHEMBL3431484,CC(c1ccc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)no2)cc1)=O,CHEMBL3431937,-5.81
207,208.0,CHEMBL3431485,c1ccc(OCC(N2CCCC[C@@]2c3nc(c5cnc4ccccc4n5)on3)=O)cc1,CHEMBL3431937,-5.38
208,209.0,CHEMBL3431486,CS(=O)(c1cccc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)no2)c1)=O,CHEMBL3431937,-5.53
209,210.0,CHEMBL3431487,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc(Cl)nc4)on3)=O)cc1,CHEMBL3431937,-5.29
210,211.0,CHEMBL3431488,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc5c(scn5)c4)on3)=O)cc1,CHEMBL3431937,-5.62
211,212.0,CHEMBL3431490,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc([C@](F)(F)F)nc4)on3)=O)cc1,CHEMBL3431937,-5.66
212,213.0,CHEMBL3431491,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc5c(nns5)c4)on3)=O)cc1,CHEMBL3431937,-5.62
213,214.0,CHEMBL3431492,c1ccc(OCC(N2CCCC[C@@]2c3nc(c5ccc4cccnc4n5)on3)=O)cc1,CHEMBL3431937,-5.27
214,215.0,CHEMBL3431493,c1ccc(OCC(N2CCCC[C@@]2c3nc(c5ccc4cnccc4n5)on3)=O)cc1,CHEMBL3431937,-5.35
215,216.0,CHEMBL3431494,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cnnc5c4cccc5)on3)=O)cc1,CHEMBL3431937,-5.44
216,217.0,CHEMBL3431495,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc5c(nnn5)c4)on3)=O)cc1,CHEMBL3431937,-5.67
217,218.0,CHEMBL3431496,c1ccc(OCC(N2CCCC[C@@]2c3nnc(c4cccc(N5C(CCC5=O)=O)c4)n3)=O)cc1,CHEMBL3431937,-5.48
218,219.0,CHEMBL3431497,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ccccc4)=O)cn3)=O,CHEMBL3431937,-5.36
219,220.0,CHEMBL3431498,C[C@]1CN(S(=O)(c4cc(Cl)ccc4OC)=O)c2c1ccc(C(Nc3ccc(C([O-])=O)cc3)=O)c2,CHEMBL3431937,-5.55
220,221.0,CHEMBL3431499,C[C@@]1CN(S(=O)(c4cc(Cl)ccc4OC)=O)c2c1ccc(C(Nc3ccc(C([O-])=O)cc3)=O)c2,CHEMBL3431937,-5.54
221,222.0,CHEMBL3431500,c1ccc(OCC(N2CCOC[C@@]2c3nc(c4ccc5c(ncn5)c4)no3)=O)cc1,CHEMBL3431937,-5.55
222,223.0,CHEMBL3431501,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cn3)=O,CHEMBL3431937,-6.13
223,224.0,CHEMBL3431502,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc(N)nc4)no3)=O)cc1,CHEMBL3431937,-5.35
224,225.0,CHEMBL3431503,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc5c(ncn5)c4)on3)=O)cc1,CHEMBL3431937,-5.52
225,226.0,CHEMBL3431504,COc1ccc(Cl)cc1S(=O)(N2CCS(=O)(c3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3)=O)=O,CHEMBL3431937,-5.72
226,227.0,CHEMBL3431505,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ccccc4)=O)cc3)=O,CHEMBL3431937,-5.9
227,228.0,CHEMBL3431506,C[C@@]2(C)c1ccc(C(Nc4ccc(C([O-])=O)cc4)=O)cc1N(Cc3cc(Cl)ccc3OC)C(O2)=O,CHEMBL3431937,-5.74
228,229.0,CHEMBL3431507,C[C@@]2(C)c1ccc(C(Nc4nc(CC([O-])=O)cs4)=O)cc1N(Cc3cc(Cl)ccc3OC)C(O2)=O,CHEMBL3431937,-5.71
229,230.0,CHEMBL3431508,CC(Nc1cccc(n2nc([C@]3CCCCN3C(COc4ccccc4)=O)nn2)c1)=O,CHEMBL3431937,-5.46
230,231.0,CHEMBL3431509,CC(NCc1cccc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)no2)c1)=O,CHEMBL3431937,-5.53
231,232.0,CHEMBL3431510,CS(=O)(NCc1cccc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)no2)c1)=O,CHEMBL3431937,-5.75
232,233.0,CHEMBL3431511,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ccc(CC([O-])=O)cc4)=O)cc3F)=O,CHEMBL3431937,-5.55
233,234.0,CHEMBL3431512,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4nc(CC([O-])=O)cs4)=O)cc3F)=O,CHEMBL3431937,-5.61
234,235.0,CHEMBL3431513,COc1ccc2c(c(C(COc3ccncc3)=O)cn2)c1,CHEMBL3431937,-7.7
235,236.0,CHEMBL3431514,c1cc(C(Nc3ccc(c4nnnn4)cc3)=O)cc(NS(=O)(c2cccc(Cl)c2)=O)c1,CHEMBL3431937,-7.56
236,237.0,CHEMBL3431515,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc(C(N)=O)cc4)no3)=O)cc1,CHEMBL3431937,-5.29
237,238.0,CHEMBL3431516,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cccc(S(=O)(N)=O)c4)no3)=O)cc1,CHEMBL3431937,-5.79
238,239.0,CHEMBL3431517,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cccc(C([O-])=O)c4)no3)=O)cc1,CHEMBL3431937,-5.72
239,240.0,CHEMBL3431518,c1cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc(S(=O)(N2CCCc3c2cc([C@](F)(F)F)cc3)=O)c1,CHEMBL3431937,-5.44
240,241.0,CHEMBL3431519,CCN(C(c1ccc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)on2)cc1)=O)CC,CHEMBL3431937,-5.83
241,242.0,CHEMBL3431520,Cc1cc(C(Nc3ccc(C([O-])=O)cc3)=O)cc(S(=O)(Nc2cccc([C@](F)(F)F)c2)=O)c1C,CHEMBL3431937,-6.08
242,243.0,CHEMBL3431521,c1cc(NC(c2ccc(Cl)c(NS(=O)(c3cc(Cl)cc(Cl)c3)=O)c2)=O)ccc1C([O-])=O,CHEMBL3431937,-5.65
243,244.0,CHEMBL3431522,COc1ccc(Cl)cc1S(=O)(Nc2cc(C(Nc3ccc(C([O-])=O)cc3)=O)cc(OC)c2OC)=O,CHEMBL3431937,-5.8
244,245.0,CHEMBL3431523,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc(Cl)cc4)no3)=O)cc1,CHEMBL3431937,-6.02
245,246.0,CHEMBL3431524,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cccc(C(N)=O)c4)no3)=O)cc1,CHEMBL3431937,-5.59
246,247.0,CHEMBL3431525,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc(S(=O)(NCCO)=O)cc4)no3)=O)cc1,CHEMBL3431937,-5.64
247,248.0,CHEMBL3431526,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccnc(C(N5CCOCC5)=O)c4)no3)=O)cc1,CHEMBL3431937,-5.23
248,249.0,CHEMBL3431527,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc(c5cncn5)cc4)no3)=O)cc1,CHEMBL3431937,-6.58
249,250.0,CHEMBL3431528,c1ccc(OCC(N2CCCC[C@@]2c3nnc(c4cccc(N)c4)n3)=O)cc1,CHEMBL3431937,-5.27
250,251.0,CHEMBL3431529,CC(Nc1cccc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)nn2)c1)=O,CHEMBL3431937,-5.54
251,252.0,CHEMBL3431530,CS(=O)(Nc1cccc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)nn2)c1)=O,CHEMBL3431937,-5.59
252,253.0,CHEMBL3431531,c1ccc(OCC(N2CCCC[C@@]2c3nnc(c4cccc(C(N)=O)c4)n3)=O)cc1,CHEMBL3431937,-5.65
253,254.0,CHEMBL3431532,c1cc(O[C@@](F)F)ccc1Cn3c2ccc(F)cc2c(NC(c4ccc(C([O-])=O)cc4)=O)n3,CHEMBL3431937,-5.5
254,255.0,CHEMBL3431535,COc1ccc(Cl)cc1S(=O)(N2CCCc3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3)=O,CHEMBL3431937,-5.5
255,256.0,CHEMBL3431536,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3)=O,CHEMBL3431937,-5.57
256,257.0,CHEMBL3431537,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc5c(NC(N5)=O)c4)no3)=O)cc1,CHEMBL3431937,-5.61
257,258.0,CHEMBL3431538,c1cc(O[C@@](F)F)ccc1Cn3c2ccc(F)cc2c(C(Nc4ccc(c5nnnn5)cc4)=O)n3,CHEMBL3431937,-6.34
258,259.0,CHEMBL3431539,C[N@@H+]1CCN(C(COc4ccccc4)=O)[C@@](c2nnc(c3cccc([C@](F)(F)F)c3)n2)C1,CHEMBL3431937,-5.64
259,260.0,CHEMBL3431540,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc5c(CC(N5)=O)c4)no3)=O)cc1,CHEMBL3431937,-5.58
260,261.0,CHEMBL3431541,COc1ccc(Cl)cc1S(=O)(Nc2cccc(C#Cc3ccc(C([O-])=O)cc3)c2)=O,CHEMBL3431937,-6.13
261,262.0,CHEMBL3431542,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc5c(ncn5)c4)no3)=O)cc1,CHEMBL3431937,-5.55
262,263.0,CHEMBL3431544,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ccc(C5NC(ON5)=O)cc4)=O)cc3)=O,CHEMBL3431937,-6.03
263,264.0,CHEMBL3431545,c1ccc(OCC(N2CCCC[C@@]2c3nnc(c4ccc5c(NC(C5)=O)c4)n3)=O)cc1,CHEMBL3431937,-5.48
264,265.0,CHEMBL3431546,c1cc([C@](F)(F)F)cc(S(=O)(N2CCc3c2cc(C(Nc4ccc(C([O-])=O)c(F)c4)=O)cc3)=O)c1,CHEMBL3431937,-5.7
265,266.0,CHEMBL3431548,COc1ccc(Cl)cc1S(=O)(N2CCc3c2cc(C(Nc4ccc(C([O-])=O)c(F)c4)=O)cc3)=O,CHEMBL3431937,-5.78
266,267.0,CHEMBL3431549,COc1ccc(Cl)cc1S(=O)(N2CCc3c2cc(C(Nc4ccc(C([O-])=O)c(Cl)c4)=O)cc3)=O,CHEMBL3431937,-5.92
267,268.0,CHEMBL3431550,c1cc3c(N(S(=O)(c4cc(Cl)cc(Cl)c4)=O)CC3)cc1C(Nc2ccc(C([O-])=O)c(Cl)c2)=O,CHEMBL3431937,-5.72
268,269.0,CHEMBL3431551,Cc1ccc(OC)c(S(=O)(N2CCCc3c2cc(C(Nc4ccc(C([O-])=O)c(F)c4)=O)cc3)=O)c1,CHEMBL3431937,-5.79
269,270.0,CHEMBL3431552,COc1ccc(Cl)cc1S(=O)(N2CCCc3c2cc(C(Nc4ccc(C([O-])=O)c(F)c4)=O)cc3)=O,CHEMBL3431937,-5.75
270,271.0,CHEMBL3431553,c1cc3c(N(S(=O)(c4cc(Cl)cc(Cl)c4)=O)CCC3)cc1C(Nc2ccc(C([O-])=O)c(F)c2)=O,CHEMBL3431937,-5.32
271,272.0,CHEMBL3431554,c1cc([C@](F)(F)F)cc(S(=O)(N2CCCc3c2cc(C(Nc4ccc(C([O-])=O)c(F)c4)=O)cc3)=O)c1,CHEMBL3431937,-5.67
272,273.0,CHEMBL3431555,CN1C=C(C(Nc3ccc(C([O-])=O)cc3)=O)C=C(NS(=O)(c2cc(Cl)ccc2OC)=O)C1=O,CHEMBL3431937,-6.57
273,274.0,CHEMBL3431556,c1ccc(OCC(N2CC[NH2+]C[C@@]2c3nc(c4ccc5c(ncn5)c4)no3)=O)cc1,CHEMBL3431937,-5.82
274,275.0,CHEMBL3431557,C[N@@H+]1CCN(C(COc5ccccc5)=O)[C@@](c2nc(c3ccc4c(CC(N4)=O)c3)no2)C1,CHEMBL3431937,-5.47
275,276.0,CHEMBL3431558,c1ccc(OCC(N2CC[NH2+]C[C@@]2c3nc(c4ccc5c(CC(N5)=O)c4)no3)=O)cc1,CHEMBL3431937,-5.56
276,277.0,CHEMBL3431559,c1ccc(OCC(N2CCCC[C@@]2c3nc(C4C=CC(NC4)=O)no3)=O)cc1,CHEMBL3431937,-5.32
277,278.0,CHEMBL3431560,C[N@@H+]1CCN(C(COc5ccccc5)=O)[C@@](c2nc(c3ccc4c(nnn4)c3)no2)C1,CHEMBL3431937,-5.43
278,279.0,CHEMBL3431561,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc5c(nnc5C(N)=O)c4)no3)=O)cc1,CHEMBL3431937,-5.63
279,280.0,CHEMBL3431562,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cc(C([O-])=O)cnc4)no3)=O)cc1,CHEMBL3431937,-7.16
280,281.0,CHEMBL3431563,CCOC(c1cc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)on2)cnc1)=O,CHEMBL3431937,-5.81
