,index,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
33,33,12.826451252770315,0.14726686190263094,12.826451252770315,0.14726686190263094,0.4942934830401436,389.5600000000002,352.2640000000001,389.27986946409,156,0,0.21935623711216803,-0.49358020516525525,0.49358020516525525,0.21935623711216803,1.0714285714285714,1.7142857142857142,2.2857142857142856,1.8464136533677533,640.806436454945,20.518297090128673,18.10483359832282,18.10483359832282,13.417922655570507,10.783130782013153,10.783130782013153,8.020433880126815,8.020433880126815,5.673154915240369,5.673154915240369,3.968953652991988,3.968953652991988,-1.8800000000000001,1385503.22373285,22.409546732102925,11.201566428626618,6.623414819387331,169.58584468071126,14.536682415501005,5.749511833283905,5.783244946364939,5.907179729351506,0.0,0.0,9.589074368143644,0.0,0.0,0.0,26.186202068468653,43.52793314262446,12.487188691387619,45.7514856170018,19.22584705279417,11.690424675716445,0.0,4.899909730850478,0.0,59.79905691339253,39.33066399407579,28.823088612014207,0.0,5.749511833283905,9.636772684650527,0.0,5.749511833283905,0.0,55.92099840064271,4.794537184071822,13.847474399381248,67.4364741731741,12.13273413692322,0.0,0.0,0.0,51.050000000000004,0.0,9.589074368143644,0.0,11.690424675716445,6.4208216229260096,68.1913519253767,24.162374599628507,6.923737199690624,30.880118267154945,6.923737199690624,4.736862953800049,5.885872677732762,0.0,27.549873291421378,0.0,2.856499324872792,1.2306200650892996,3.997108123858665,5.303999725194747,12.842693458497022,0.0,0.6521739130434783,28,1,5,0,1,1,1,0,1,3,1,5,10,0,1,1,2,2.5823400000000003,112.31820000000008,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0
34,34,12.151144762890414,0.14721832862570627,12.151144762890414,0.14721832862570627,0.5038413304766546,308.442,278.202,308.22202024009,124,0,0.1681265116564024,-0.4928447917054216,0.4928447917054216,0.1681265116564024,1.1363636363636365,1.9090909090909092,2.5454545454545454,2.5982583414017935,457.6455324520555,16.372032720186702,14.406543147266303,14.406543147266303,10.578917360319545,8.21154329484015,8.21154329484015,5.9050433880521265,5.9050433880521265,3.593119720884353,3.593119720884353,2.179108863418116,2.179108863418116,-1.5500000000000003,67424.22030557235,18.49889975550122,10.22202110536859,6.477637416011137,133.95915472151717,14.373635638450576,0.0,17.28226861293275,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,26.186202068468653,24.619922828310838,5.563451491696996,40.77760149998341,19.168172822522397,5.783244946364939,0.0,0.0,0.0,39.02784531432067,34.356779877057406,23.762552697081826,0.0,11.49902366656781,14.373635638450576,0.0,11.49902366656781,0.0,40.140024823422344,0.0,0.0,49.385833990089495,18.19910120538483,0.0,0.0,0.0,39.97,0.0,4.794537184071822,0.0,5.783244946364939,30.090178745703735,12.965578028838586,24.162374599628507,13.176164609739143,26.2280781022776,6.923737199690624,9.473725907600098,11.124640626312253,0.0,13.421837107099416,0.0,0.691141652776303,1.5012225645793476,5.458661107961703,5.22702478385632,3.710205406345585,5.698600084402407,0.6111111111111112,22,1,4,0,0,0,1,0,1,3,1,4,11,0,0,0,1,2.371600000000001,89.25620000000006,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
35,35,12.23827061323055,0.11809795825533587,12.23827061323055,0.11809795825533587,0.5038413304766546,308.44199999999995,278.202,308.22202024009,124,0,0.17171182484734954,-0.4958570470467001,0.4958570470467001,0.17171182484734954,1.1818181818181819,1.9545454545454546,2.590909090909091,2.5993972389880993,457.6455324520555,16.372032720186702,14.406543147266303,14.406543147266303,10.578917360319545,8.21154329484015,8.21154329484015,5.901494878336512,5.901494878336512,3.5920803864517556,3.5920803864517556,2.2087473994766653,2.2087473994766653,-1.5499999999999998,66921.52194257308,18.49889975550122,10.22202110536859,6.477637416011137,133.95915472151717,14.373635638450576,11.49902366656781,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,26.186202068468653,18.55355575984923,6.06636706846161,46.34105299168041,19.168172822522397,5.783244946364939,0.0,0.0,0.0,39.02784531432067,34.356779877057406,23.762552697081826,0.0,11.49902366656781,14.373635638450576,0.0,11.49902366656781,0.0,40.140024823422344,0.0,0.0,49.385833990089495,18.19910120538483,0.0,0.0,0.0,39.97,0.0,4.794537184071822,0.0,5.783244946364939,24.340666912419827,18.71508986212249,24.162374599628507,7.109797541277533,32.29444517073921,6.923737199690624,9.473725907600098,11.083763274797727,0.0,13.50155725596143,0.0,0.640817578702229,1.4865677396864272,5.4873002488032245,5.238804830943005,3.7195993342437523,5.674923070195541,0.6111111111111112,22,1,4,0,0,0,1,0,1,3,1,4,11,0,0,0,1,2.371600000000001,89.25620000000006,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
36,36,12.098284374971854,0.2641268960650276,12.098284374971854,0.2641268960650276,0.6926106278459666,303.47,272.222,303.24254145218,121,1,0.16798483678671375,-0.3394302270959589,0.3394302270959589,0.16798483678671375,1.1363636363636365,1.7727272727272727,2.3181818181818183,1.82790418073808,458.82845676932266,15.94938298937633,14.37450361671475,14.37450361671475,10.57971869811898,8.66457864680386,8.66457864680386,6.8575366273451435,6.8575366273451435,4.746310828839283,4.746310828839283,3.092469911788232,3.092469911788232,-1.19,92736.39787241796,17.1683951348407,8.444531306079483,5.219468644523507,134.85100889357417,9.799819461700956,0.0,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,24.26546827384644,24.825916360475023,18.405094737549014,46.695191211930684,14.594356645772777,5.783244946364939,0.0,0.0,0.0,32.60702369139466,40.27436958900468,41.310277303401826,0.0,0.0,9.799819461700956,0.0,0.0,0.0,46.057614535369616,6.4208216229260096,5.917906046161393,42.10764223593446,24.26546827384644,0.0,0.0,0.0,25.950000000000003,0.0,4.794537184071822,0.0,5.783244946364939,6.4208216229260096,18.52902952053558,42.93927368613723,10.817815777011871,12.13273413692322,33.15181530196822,0.0,0.0,0.0,15.14887592053815,0.0,2.2129442426394093,1.9377234784715849,8.30048863063744,4.242984905728586,6.991988528847295,4.164994293137538,0.5789473684210527,22,2,3,0,1,1,1,0,1,1,2,3,7,0,1,1,2,0.21949000000000196,90.48590000000006,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
37,37,12.704348900657141,-3.1261411613051977,12.704348900657141,0.016198975796062554,0.2718871821060144,496.54600000000033,463.28200000000027,495.13041669609004,170,0,0.2137349009369034,-0.3323699466756171,0.3323699466756171,0.2137349009369034,1.1,1.8,2.433333333333333,1.848196475567377,810.7146564364399,22.148053602125593,17.88436590645555,21.02921696034791,14.29606084263816,10.751036811133929,14.101729624332274,7.621130633672642,11.771386030087283,5.496066629323495,9.51556438508381,3.507690886427761,6.227850942669328,-0.3100000000000002,3505319.748518294,25.946424385330516,12.656472198452056,7.382560912992284,195.07131149391105,4.899909730850478,0.0,5.783244946364939,10.023291153407584,0.0,0.0,4.794537184071822,8.417796984328938,4.305215991296234,11.761884949391115,49.38808184893368,31.230146566286642,10.45893496721477,54.94272388671832,18.112243899251236,50.770300829628674,0.0,4.305215991296234,0.0,50.84706598952907,44.22948924305645,27.741452256102868,0.0,0.0,4.899909730850478,0.0,0.0,34.963764729856145,62.735747165046554,10.023291153407584,0.0,56.309571189780115,17.028217612440994,10.045266627482652,0.0,0.0,58.89,10.023291153407584,13.212334168400758,0.0,11.536098553111728,54.753321771668524,17.069158705190574,24.162374599628507,29.057205208839584,6.06636706846161,6.923737199690624,23.20187978046503,25.459037517018814,14.534085901544138,14.871916424251278,0.8081713127397305,0.4755522072490874,1.108334504721061,3.6797496337837248,5.182320862273019,6.979195019946572,-3.1261411613051977,0.6666666666666666,30,1,5,0,1,1,1,0,1,4,1,9,12,0,1,1,2,3.788800000000003,126.87300000000008,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,3,0
38,38,12.335877693099533,0.2530285138108914,12.335877693099533,0.2530285138108914,0.4863052152563448,334.50400000000013,300.232,334.26093116818,134,0,0.1679894217343978,-0.4936010518649111,0.4936010518649111,0.1679894217343978,1.0416666666666667,1.75,2.4166666666666665,1.6844651765698229,478.91714517212966,17.200459844932894,15.404072250738256,15.404072250738256,11.685871848001627,9.596717754850784,9.596717754850784,7.063782395696044,7.063782395696044,4.9591868838731,4.9591868838731,3.1708875392759692,3.1708875392759692,-1.3900000000000001,279942.2300214598,18.94166371294369,10.469692722720595,6.616525346493109,146.32949623747766,14.536682415501005,31.928537456934208,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,26.186202068468653,30.68628989677245,5.563451491696996,26.620131976028695,19.331219599572826,5.783244946364939,0.0,0.0,0.0,39.02784531432067,46.37833597675298,29.828919765543436,0.0,5.749511833283905,14.536682415501005,0.0,5.749511833283905,0.0,52.16158092311792,0.0,0.0,49.385833990089495,24.26546827384644,0.0,0.0,0.0,35.18,0.0,4.794537184071822,0.0,5.783244946364939,6.4208216229260096,30.885423318332403,45.44149049242832,9.799819461700956,24.26546827384644,13.971409182367815,4.736862953800049,5.734752520925792,0.0,15.513046355959935,0.0,0.8124865549346975,1.1240622019775164,7.679162992357437,5.486156995435567,8.738261042351015,2.2454046693913745,0.65,24,2,4,0,1,1,1,0,1,2,2,4,10,0,1,1,2,0.6317000000000026,97.21090000000007,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0
39,39,12.047602992796445,0.19688239351704384,12.047602992796445,0.19688239351704384,0.5259841043656732,278.416,250.19199999999995,278.21145555609,112,0,0.1681217744005807,-0.49357688743646916,0.49357688743646916,0.1681217744005807,1.2,2.0,2.7,2.4210278902404636,401.7314068548242,14.794682450997078,13.075645125992065,13.075645125992065,9.6302289553358,7.682504192477689,7.682504192477689,5.567236719389993,5.567236719389993,3.2746929551702775,3.2746929551702775,1.9860541227193478,1.9860541227193478,-1.35,26609.834831647826,16.70361930294906,9.53754879171966,6.711337425786568,122.48066737761368,9.636772684650527,5.749511833283905,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,38.31893620539187,18.55355575984923,5.563451491696996,33.66780395870588,14.431309868722348,5.783244946364939,0.0,0.0,0.0,39.02784531432067,27.246982335779872,29.828919765543436,0.0,5.749511833283905,9.636772684650527,0.0,5.749511833283905,0.0,33.030227282144814,0.0,0.0,49.385833990089495,24.26546827384644,0.0,0.0,0.0,30.740000000000002,0.0,4.794537184071822,0.0,5.783244946364939,6.4208216229260096,30.885423318332403,24.162374599628507,0.0,24.26546827384644,21.019081165045005,4.736862953800049,5.711555886243387,0.0,13.340824049107571,0.0,0.7613964737129422,1.0066494948020024,7.564821586041824,5.366693880053472,3.797432374056652,4.117292922648817,0.5882352941176471,20,1,3,0,0,0,1,0,1,2,1,3,10,0,0,0,1,2.3630000000000004,82.70420000000006,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
40,40,12.12938172434166,0.17830629158866929,12.12938172434166,0.17830629158866929,0.5152651063153957,357.312,330.09600000000006,356.12196762409,118,0,0.1691243113932511,-0.4935590096540524,0.4935590096540524,0.1691243113932511,1.2380952380952381,2.0,2.619047619047619,2.491791471290392,446.41629034609736,15.664925939000156,13.376259329811667,14.962255868926372,10.04091255785876,7.78815309564897,8.581151365206322,5.68105759366116,6.535394492835681,3.3596395213764407,4.015726853161623,2.0288112878315823,2.6077184471030983,-0.8700000000000001,38159.9722028701,18.179677098857425,9.956933372646084,7.093984441238175,136.34821498325508,9.636772684650527,5.749511833283905,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,26.186202068468653,40.54986672626019,10.03617100752941,33.66780395870588,14.431309868722348,21.71318884431429,0.0,0.0,0.0,39.02784531432067,27.246982335779872,28.23527221291424,0.0,5.749511833283905,9.636772684650527,0.0,5.749511833283905,15.929943897949348,33.030227282144814,0.0,0.0,49.385833990089495,22.671820721217244,0.0,0.0,0.0,30.740000000000002,0.0,4.794537184071822,0.0,5.783244946364939,6.4208216229260096,35.358142834164816,24.162374599628507,0.0,18.19910120538483,36.94902506299435,4.736862953800049,6.547137739355001,3.4809913916400657,13.413182822854854,0.0,0.7449842453688955,1.0053044859281337,5.647508582136558,5.349595422451264,3.787872511283163,4.106756132315399,0.5882352941176471,21,1,3,0,0,0,1,0,1,2,1,4,10,0,0,0,1,3.1255000000000006,90.40420000000006,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
41,41,12.336515133260782,0.0015701804775583028,12.336515133260782,0.0015701804775583028,0.38971334984247225,358.3090000000001,333.1090000000001,357.12568582009004,127,1,0.2043977897538134,-0.49348981103182593,0.49348981103182593,0.2043977897538134,1.2173913043478262,1.8695652173913044,2.4347826086956523,1.8907421506304145,524.818277399189,16.81962647737941,13.883980314817816,15.395838206854725,11.024075805453155,8.350908780006797,9.106837726025251,6.154877714291402,6.969277967772614,4.172025694564319,4.768208057809538,2.5855342613098284,3.263357883529444,-0.77,192789.56492550462,18.566969817815036,8.908360657384929,5.663990160257806,148.44631079224442,9.636772684650527,12.29426823919648,5.783244946364939,6.041840829147961,0.0,0.0,4.794537184071822,0.0,0.0,0.0,49.38808184893369,18.55355575984923,6.923737199690624,35.18117811253115,14.431309868722348,28.985124726829973,0.0,0.0,0.0,45.95158251401129,19.696394776338067,33.783293085250826,0.0,5.749511833283905,9.636772684650527,0.0,5.749511833283905,23.20187978046503,25.47963972270301,0.0,6.041840829147961,56.309571189780115,12.13273413692322,10.045266627482652,0.0,0.0,30.740000000000002,0.0,4.794537184071822,0.0,5.783244946364939,34.38593353990248,25.93115605767717,23.78339380585046,12.13273413692322,0.0,13.847474399381248,27.938742734265084,5.683595253885658,12.508783042465701,13.72320738823656,0.763993816662468,0.4218234995891026,0.6347129221421253,4.7975767005750045,5.046103466023022,6.809092799309247,0.0,0.5555555555555556,23,1,3,0,1,1,1,0,1,2,1,5,10,0,1,1,2,3.975690000000003,94.66020000000006,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
42,42,12.42812959849132,0.05831243293409627,12.42812959849132,0.05831243293409627,0.3707135073190815,383.9650000000003,355.7410000000002,383.15545323609,138,0,0.2749032063540612,-0.3455506908799494,0.3455506908799494,0.2749032063540612,1.32,2.16,2.88,1.8000918168248172,594.7868664375359,18.07070333293597,14.905827963835172,16.478253490781352,12.096555450524585,9.156490803253996,10.52005383591671,6.500680538277898,8.076208610868212,4.424472217508715,5.817247732842804,2.925622830293761,4.225865595173063,-1.04,389271.9785464653,20.274092291255755,10.839843546610988,7.000064357023811,159.2289357592695,10.216698334856808,0.0,12.328001352277514,0.0,5.907179729351506,0.0,9.589074368143644,0.0,0.0,11.761884949391115,37.78714195870117,30.372776435057627,10.45893496721477,31.077724154405065,14.48898409899412,35.05324951534008,0.0,5.316788604006331,0.0,43.92332878983845,31.93187923039709,28.78518601082315,0.0,0.0,10.216698334856808,0.0,0.0,23.36282483962363,43.62230390611353,4.794537184071822,0.0,49.38583399008948,23.094584680902603,5.022633313741326,0.0,0.0,50.61,0.0,9.589074368143644,0.0,11.690424675716445,36.641175646102056,22.09300321902762,25.683286491704038,11.761884949391115,18.19910120538483,12.240525803696954,11.600939890232516,0.0,8.123861622868205,26.09337223721462,3.343358080484144,0.5952413157896566,1.2076995041460143,5.738651056101453,5.436542730118875,4.905717897721477,0.0,0.5789473684210527,25,2,4,0,1,1,1,0,1,3,2,6,10,0,1,1,2,2.5999,103.83890000000005,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,0
43,43,12.610768653743559,-3.106712340266529,12.610768653743559,0.06074546864838193,0.29491885955658187,462.1010000000003,427.8290000000002,461.16938904808995,164,0,0.2137349009369034,-0.3323699467015926,0.3323699467015926,0.2137349009369034,1.1724137931034482,1.896551724137931,2.5172413793103448,1.777149054918936,763.1897530810068,21.277810114122516,17.58375170263595,19.972673810509853,13.868540487709595,10.63940484381894,13.61213318400806,7.523559515579584,11.35666420787996,5.400902844540178,8.67521553510846,3.4687649531546136,5.8730715622862135,-0.6000000000000002,2291481.9668775806,24.667481142116713,12.301723826947358,7.867944951841763,184.7680452670294,4.899909730850478,0.0,5.783244946364939,10.023291153407584,0.0,0.0,4.794537184071822,8.417796984328938,4.305215991296234,11.761884949391115,37.78714195870117,37.29651363474825,10.45893496721477,49.920090572976996,18.112243899251236,39.16936093939616,0.0,4.305215991296234,0.0,50.84706598952907,44.22948924305645,28.78518601082315,0.0,0.0,4.899909730850478,0.0,0.0,23.36282483962363,62.735747165046554,10.023291153407584,0.0,56.309571189780115,23.094584680902603,5.022633313741326,0.0,0.0,58.89,10.023291153407584,13.212334168400758,0.0,11.536098553111728,36.641175646102056,23.737849894089717,30.583196222554516,22.990838140377974,18.19910120538483,6.923737199690624,11.600939890232516,25.434333719133196,8.171101709749625,14.997999505631975,0.5300154422931298,0.5912929479898279,1.2820256070660097,5.741554511956298,5.405768142934255,7.147065197956655,-3.106712340266529,0.6666666666666666,29,1,5,0,1,1,1,0,1,4,1,8,12,0,1,1,2,3.1354000000000015,121.86300000000007,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,3,0
44,44,12.417726395543475,-0.0398414273116654,12.417726395543475,0.0398414273116654,0.5227739804273138,334.52400000000006,298.236,334.27405581209,136,0,0.16799955806538133,-0.4932886966023546,0.4932886966023546,0.16799955806538133,1.125,1.8333333333333333,2.4166666666666665,2.834479028586053,515.0602965594564,18.164925939000156,16.49829485680244,16.49829485680244,11.252237423263946,9.349170859144355,9.349170859144355,8.00034360730388,8.00034360730388,4.217070026703814,4.217070026703814,2.6342320475090406,2.6342320475090406,-1.35,122310.32069048964,20.694150110375272,9.827364284972948,7.041659619940431,147.94043583520013,9.636772684650527,5.749511833283905,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,46.95741366754052,30.034913297707618,11.126902983393991,33.66780395870588,14.431309868722348,5.783244946364939,0.0,0.0,0.0,65.21404738278933,27.246982335779872,29.32600418877882,0.0,5.749511833283905,9.636772684650527,0.0,5.749511833283905,0.0,33.030227282144814,5.41499046939678,0.0,75.72049708085837,18.19910120538483,0.0,0.0,0.0,30.740000000000002,0.0,4.794537184071822,0.0,11.198235415761719,6.4208216229260096,36.4488748100294,24.162374599628507,0.0,18.19910120538483,41.79029276411687,4.736862953800049,6.027749485596708,0.0,13.715344537077579,0.0,1.8912229337454811,1.143498930372578,5.939286107961703,5.382090173438078,10.338617789817492,4.145523375323714,0.6666666666666666,24,1,3,0,0,0,1,0,1,2,1,3,10,0,0,0,1,3.6605000000000025,101.40420000000007,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
45,45,12.614753721906117,-0.011209906866021413,12.614753721906117,0.011209906866021413,0.45806089860921495,430.39600000000024,399.1480000000002,429.17062463209004,156,0,0.21935623711216803,-0.4919762883514013,0.4919762883514013,0.21935623711216803,1.1071428571428572,1.8214285714285714,2.4642857142857144,1.8410309550038009,673.8596955659023,20.518297090128673,16.860762544341277,18.372620436378185,13.417922655570505,10.161095255022383,10.917024201040835,7.350840715321556,8.165240968802769,5.198922771572139,5.807001345277476,3.376664537596039,3.853926061237395,-1.3,1438324.224455046,22.983595511475453,11.641123625537347,6.943502544930407,177.4624929056814,14.536682415501005,5.749511833283905,5.783244946364939,5.907179729351506,0.0,0.0,9.589074368143644,0.0,0.0,0.0,49.38808184893369,12.487188691387619,18.553555759849232,55.796752244484445,19.22584705279417,34.89230445618148,0.0,4.899909730850478,0.0,45.95158251401129,39.33066399407579,27.741452256102868,0.0,5.749511833283905,9.636772684650527,0.0,5.749511833283905,23.20187978046503,55.92099840064271,4.794537184071822,0.0,56.309571189780115,12.13273413692322,10.045266627482652,0.0,0.0,51.050000000000004,0.0,9.589074368143644,0.0,11.690424675716445,34.38593353990248,45.56542527541489,17.741552976702497,19.056471336613846,4.899909730850478,6.923737199690624,27.938742734265084,5.719437492547577,12.625373351077787,27.189174690345794,0.8055723545667632,0.4507144355931336,0.636861520042876,3.269892603888816,4.87583432528993,8.316028115536213,0.0,0.6190476190476191,28,1,5,0,1,1,1,0,1,3,1,7,10,0,1,1,2,3.2723000000000013,112.86420000000007,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0
