,index,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
650,650,12.501906809019905,-3.905928576677583,12.501906809019905,0.04686471193415587,0.8701839218107901,331.35300000000007,318.2490000000001,331.062676896,118,0,0.2774884116635725,-0.5048615489047509,0.5048615489047509,0.2774884116635725,1.173913043478261,1.8695652173913044,2.5652173913043477,2.0932817931934427,907.329049686318,16.612519696192862,12.093436101872335,12.909932682800061,10.925557486208348,6.666414091913747,8.106477420714386,4.835009475107598,6.7726911178965254,3.4413928931690867,5.256851024211374,2.2943711663835873,3.6923128117999213,-2.869999999999999,164390.10264508027,15.042183664330791,5.39806365657447,2.423248611729203,132.49870717684675,10.423315998847038,5.817862777835028,11.456204184712009,0.0,15.930470882759089,0.0,9.099753175368056,13.401775505276145,0.0,0.0,18.19910120538483,24.26546827384644,18.80796704598726,4.895483475517775,18.318861563241466,27.507498532250292,0.0,9.289194512243443,0.0,4.895483475517775,12.36446058668352,59.92190385559717,0.0,0.0,5.316788604006331,5.817862777835028,0.0,0.0,35.76837060344178,14.817828337479405,0.0,5.563451491696996,59.253935839417956,0.0,5.759164871656176,0.0,99.60000000000001,21.689635754415264,18.318861563241466,0.0,21.973837058105634,0.0,4.305215991296234,25.377249691213486,30.33183534230805,0.0,10.30076712495354,0.0,25.770619173595367,0.0,16.30411065969598,12.831479040690352,-0.25821858990509705,-0.9068604077433426,10.877786215566474,1.4865873147098345,0.0,-2.688836739942889,0.06666666666666667,23,2,7,0,1,1,1,1,2,5,2,8,2,0,0,0,3,1.5810000000000002,83.80630000000002,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
651,651,8.645555555555555,0.16925925925925944,8.645555555555555,0.16925925925925944,0.49072766890152064,110.11199999999997,104.064,110.036779432,42,0,0.11534595127525572,-0.5079622369103997,0.5079622369103997,0.11534595127525572,0.75,1.0,1.25,3.032455532033676,145.38833891467198,5.983127663125442,4.20382826775842,4.20382826775842,3.787693700234704,2.2685808005458763,2.2685808005458763,1.5163977794943224,1.5163977794943224,0.8497092431263894,0.8497092431263894,0.4526323993409725,0.4526323993409725,-1.1800000000000002,70.79892376087899,4.966627565982405,1.7381205361963379,0.9041418956093399,47.01987062388899,10.213054789681411,11.49902366656781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.26546827384644,0.0,0.0,10.213054789681411,0.0,0.0,0.0,0.0,0.0,0.0,24.26546827384644,0.0,11.49902366656781,0.0,0.0,11.49902366656781,0.0,10.213054789681411,0.0,0.0,0.0,24.26546827384644,0.0,0.0,0.0,40.46,0.0,0.0,0.0,11.49902366656781,0.0,0.0,24.26546827384644,0.0,0.0,0.0,10.213054789681411,0.0,0.0,0.0,17.29111111111111,0.0,0.3385185185185189,5.703703703703704,0.0,0.0,0.0,0.0,8,2,2,0,0,0,1,0,1,2,2,2,0,0,0,0,1,1.0977999999999999,29.771599999999996,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,652,5.357777777777778,0.8217592592592595,5.357777777777778,0.8217592592592595,0.48007546344555985,93.12899999999999,86.07299999999998,93.057849224,36,0,0.03134759259121864,-0.39872882948659094,0.39872882948659094,0.03134759259121864,1.0,1.5714285714285714,1.8571428571428572,3.0214653097240864,134.10736969541455,5.112884175122364,3.9641016151377544,3.9641016151377544,3.393846850117352,2.1993587371177727,2.1993587371177727,1.4106836025229597,1.4106836025229597,0.7995724914118484,0.7995724914118484,0.4530389187988476,0.4530389187988476,-0.9800000000000001,47.19725257297226,4.18611295681063,1.6461962159398054,0.9290591797144502,42.771293816509676,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.19910120538483,12.13273413692322,5.687386274683562,0.0,0.0,5.687386274683562,0.0,0.0,0.0,0.0,5.733667477162185,30.33183534230805,0.0,0.0,5.733667477162185,5.687386274683562,0.0,0.0,0.0,0.0,0.0,0.0,30.33183534230805,0.0,0.0,0.0,26.02,0.0,0.0,0.0,0.0,0.0,5.687386274683562,0.0,0.0,30.33183534230805,0.0,5.733667477162185,0.0,0.0,0.0,0.0,6.179537037037037,0.0,9.48712962962963,0.0,0.0,0.0,0.0,7,2,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1.2688000000000001,30.8544,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,653,9.7164346340388,0.16492323318216173,9.7164346340388,0.16492323318216173,0.6670828492263603,264.345,242.16899999999995,264.15941998409,104,2,0.18499345739478562,-0.48631685411931586,0.48631685411931586,0.18499345739478562,1.263157894736842,1.894736842105263,2.473684210526316,2.4490008122380638,379.4083655141889,14.08757566981053,11.556238916311631,11.556238916311631,9.1302289553358,6.257082413766044,6.257082413766044,4.3869158818393705,4.3869158818393705,2.3460660606847523,2.3460660606847523,1.3792776966676408,1.3792776966676408,-1.52,16163.43454654008,15.537208237986269,8.55914859086795,6.267554887410069,114.59746551170001,19.897041906447136,25.80036116408637,17.602990054316113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7876899273556,25.980208536304467,0.0,0.0,19.897041906447136,0.0,0.0,0.0,0.0,13.847474399381248,19.75852033493841,49.06623128117508,0.0,11.49902366656781,14.790514511606428,0.0,11.49902366656781,0.0,24.865047729779118,0.0,12.145807216896262,13.847474399381248,36.92042406427882,0.0,0.0,0.0,55.3,0.0,5.106527394840706,0.0,6.606881964512918,30.754628424741604,0.0,6.041840829147961,6.076020106833881,43.42973127723402,6.578935683598497,9.473725907600098,11.023592030948182,0.0,0.0,11.67358786145312,0.0,1.2689946040144457,8.542705963685853,1.9672015749468854,8.690584631618181,0.0,0.3333333333333333,19,3,4,0,0,0,1,0,1,3,2,4,9,0,0,0,1,1.6698799999999994,74.19120000000004,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
654,654,13.157327254976066,-0.6000340136054427,13.157327254976066,0.24703779814394866,0.8259732388403982,368.47700000000015,340.2530000000001,368.209992756,144,0,0.2723007687696067,-0.4964630112534306,0.4964630112534306,0.2723007687696067,1.0,1.5925925925925926,2.111111111111111,2.3785529423187843,846.0969911888998,20.35300667219901,17.136060082029307,17.136060082029307,12.539931123498652,8.917508862834767,8.917508862834767,7.761532546257679,7.761532546257679,4.304533811531384,4.304533811531384,2.9937200784097264,2.9937200784097264,-2.8199999999999994,543610.7021716202,20.491403644356346,7.822843951934552,4.671425962208357,160.8543397731679,4.736862953800049,5.749511833283905,0.0,0.0,11.814359458703011,0.0,15.01486576525403,5.008912523954532,0.0,0.0,23.259637120317212,65.80789147199019,16.690354475090988,12.648722793660879,14.325937321943691,11.814359458703011,0.0,10.434703921064916,0.0,47.08134845052709,7.109797541277533,64.21545986925464,0.0,5.749511833283905,10.162654350910433,0.0,5.749511833283905,0.0,29.471994776318418,0.0,20.771211599071872,58.17754342570049,36.39820241076966,0.0,0.0,0.0,58.64000000000001,5.538925252383345,9.589074368143644,0.0,11.814359458703011,16.876414816677897,16.690354475090988,5.008912523954532,25.308898746662365,59.74152440352858,5.425791397110385,4.736862953800049,5.290622708328562,0.0,26.057153407659364,1.3913321995464851,5.9385803844290495,0.035040132176225924,10.946418083054311,0.0,11.359630904575889,1.5645555135634501,0.36363636363636365,27,1,5,0,0,0,2,0,2,3,1,5,3,0,0,0,2,4.206160000000003,107.03570000000005,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,655,12.218662131519274,-1.2321202863861591,12.218662131519274,0.11362192407827343,0.7766589038251639,252.26899999999998,240.17299999999994,252.07919282391,95,1,0.19253037611406806,-0.5491499103436106,0.5491499103436106,0.19253037611406806,0.8421052631578947,1.4210526315789473,2.0526315789473686,2.3400417314396127,602.4009276194483,13.828062645816686,10.420897294098223,10.420897294098223,9.092224152875014,5.844423243264673,5.844423243264673,4.188411620465209,4.188411620465209,2.8999364631695768,2.8999364631695768,1.7677370427435195,1.7677370427435195,-2.42,22591.317090460372,13.022119949627315,5.48174392776679,2.8809965743383805,111.06554373543098,9.901064578912528,0.0,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,48.53093654769288,18.553555759849232,17.044809029555385,5.969305287951849,14.69560176298435,11.75255023431679,0.0,0.0,0.0,6.923737199690624,0.0,77.20556413740688,0.0,0.0,5.106527394840706,0.0,0.0,0.0,11.75255023431679,4.794537184071822,5.917906046161393,28.408628858853433,54.59730361615449,0.0,0.0,0.0,57.2,5.969305287951849,14.69560176298435,0.0,11.701150992526333,16.690354475090988,0.0,6.923737199690624,48.53093654769288,6.06636706846161,0.0,0.0,0.0,0.0,23.03645521906344,10.81779308754417,1.524846466364324,-1.2494261778785578,15.410569500144717,0.0,1.4597619047619048,0.0,0.0625,19,0,3,0,0,0,2,0,2,3,0,3,4,0,0,0,2,1.6099899999999996,69.34250000000003,1,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,656,11.818109480706884,-0.166315953850676,11.818109480706884,0.019444944835908196,0.570639821250454,335.42400000000004,308.208,335.19653376409,132,2,0.22385845251294295,-0.48944598253533883,0.48944598253533883,0.22385845251294295,1.25,1.9583333333333333,2.5416666666666665,2.7300914999194297,557.949784082855,18.11251969619286,14.809786668396242,14.809786668396242,11.328606258093464,8.077378617778217,8.077378617778217,5.905802619921209,5.905802619921209,3.259895740829457,3.259895740829457,2.0012006726061293,2.0012006726061293,-1.92,131163.9839691785,20.125289855072463,10.050998753143157,7.103162169389493,143.1412560412628,20.476967556653417,24.94299103285736,11.887211334113243,5.907179729351506,0.0,0.0,9.589074368143644,0.0,0.0,0.0,6.923737199690624,45.39113442738271,12.10820789760957,5.563451491696996,24.74925332079073,17.377810950400008,0.0,0.0,0.0,40.53659204461451,18.468426974431825,35.90835991397809,0.0,5.749511833283905,15.37044016181271,5.687386274683562,5.749511833283905,0.0,29.948590440982645,4.794537184071822,12.145807216896262,50.89458072038333,18.19910120538483,0.0,0.0,0.0,92.24000000000001,0.0,14.69560176298435,0.0,24.401273027977666,29.96592762850305,12.462662452073971,6.923737199690624,18.19910120538483,26.088000203078202,5.316788604006331,4.736862953800049,5.550171091584782,0.0,23.469428262307154,14.480262398072886,0.9333845222738624,0.13286119470952107,6.019441938163217,1.3748637426933088,7.706253516861937,0.0,0.4444444444444444,24,4,6,0,0,0,1,0,1,4,3,6,10,0,0,0,1,2.04628,92.04140000000004,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
657,657,10.716763038548752,-0.3021296296296294,10.716763038548752,0.3021296296296294,0.5302216682110639,146.14499999999998,140.09699999999998,146.036779432,54,0,0.33569031616433825,-0.4227294736611369,0.4227294736611369,0.33569031616433825,1.0,1.8181818181818181,2.727272727272727,2.935350797972025,428.5108208761056,7.681798275874712,5.7805981960654815,5.7805981960654815,5.360173345306137,3.35040630740838,3.35040630740838,2.2922570838438423,2.2922570838438423,1.5285353991729589,1.5285353991729589,1.0113830342838968,1.0113830342838968,-1.57,487.8529731213885,6.160248407637458,2.234974333040861,1.02612164813026,63.07940657528498,4.417150937053347,5.583020141642242,0.0,0.0,0.0,5.625586319077987,0.0,4.794537184071822,0.0,0.0,18.19910120538483,12.13273413692322,11.452591282926406,0.0,4.417150937053347,10.969244356107037,0.0,0.0,0.0,0.0,0.0,46.818325913919466,0.0,0.0,5.625586319077987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.609890531894834,0.0,10.969244356107037,0.0,30.21,0.0,4.794537184071822,0.0,5.625586319077987,5.583020141642242,5.386224214464796,6.06636706846161,12.13273413692322,18.19910120538483,0.0,4.417150937053347,4.9060648148148145,0.0,10.716763038548752,0.9510185185185187,0.33675925925925965,0.0,10.589394368858654,0.0,0.0,0.0,0.0,11,0,2,0,0,0,1,1,2,2,0,2,0,0,0,0,2,1.793,42.484000000000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,658,9.933655019106407,-0.01590978173995805,9.933655019106407,0.012811964904316575,0.6590708854833782,307.39000000000004,282.19,307.17780970009005,121,3,0.1849862846712999,-0.4899128054535599,0.4899128054535599,0.1849862846712999,1.1818181818181819,1.8636363636363635,2.5454545454545454,1.9518277980661058,497.9225718548434,16.328062645816686,13.387717278468433,13.387717278468433,10.25983881233692,7.475880377551293,7.475880377551293,6.769943931406905,6.769943931406905,3.6096325895572066,3.6096325895572066,2.3084666809863816,2.3084666809863816,-1.1400000000000001,58912.85804289727,17.217594573803684,6.959388449702855,4.678256471765859,131.4860438940334,25.373233742328498,31.109082979206004,6.103966387748303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13273413692322,32.40103015923048,18.405094737549014,5.538925252383345,25.373233742328498,0.0,0.0,0.0,0.0,39.15178009730724,13.151638370425493,47.63790335202373,0.0,5.749511833283905,10.05365155780638,0.0,5.749511833283905,0.0,34.01014580733096,12.841643245852019,18.31189916324491,31.898114582465865,18.19910120538483,0.0,0.0,0.0,86.53,0.0,15.319582184522117,0.0,36.87852800306718,18.71508986212249,11.126902983393991,0.0,0.0,23.51588980939116,20.771211599071872,4.736862953800049,5.6926218820861685,0.0,0.0,31.308869053652497,1.85418429066224,0.6378321050642484,5.568630834278156,0.8338418562124372,6.854019978044253,0.0,0.47058823529411764,22,5,5,1,0,1,1,0,1,4,4,5,5,0,0,0,2,1.2393699999999999,81.42680000000004,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
659,659,8.742777777777778,0.1888888888888891,8.742777777777778,0.1888888888888891,0.5583693139819856,119.12299999999996,114.08299999999998,119.03711378,44,0,0.11516512222669327,-0.5079654606272546,0.5079654606272546,0.11516512222669327,1.2222222222222223,1.7777777777777777,2.2222222222222223,3.0560383962272613,232.08821798626082,6.69023444431199,4.70382826775842,4.70382826775842,4.325698502695489,2.5185808005458767,2.5185808005458767,1.6586774232169639,1.6586774232169639,0.9964041561666506,0.9964041561666506,0.5359657326743059,0.5359657326743059,-1.4899999999999995,129.22533870330605,5.643155792276965,2.185360818928772,1.1987500554498869,52.98315866755829,5.106527394840706,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,5.261891554738487,0.0,0.0,24.26546827384644,0.0,11.63267280448927,5.106527394840706,0.0,5.261891554738487,0.0,0.0,0.0,0.0,29.828919765543436,0.0,11.818733146076179,0.0,0.0,5.749511833283905,0.0,5.106527394840706,0.0,11.33111286753076,5.563451491696996,24.26546827384644,0.0,0.0,0.0,44.019999999999996,0.0,0.0,0.0,5.749511833283905,5.563451491696996,0.0,12.13273413692322,12.13273413692322,6.069221312792274,0.0,10.368418949579192,0.0,0.0,0.0,17.03962962962963,0.562777777777778,0.1888888888888891,8.042037037037037,0.0,0.0,0.0,0.0,9,1,2,0,0,0,1,0,1,2,1,2,0,0,0,0,1,1.26388,32.821799999999996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,660,3.8534783635676493,0.9601662887377174,3.8534783635676493,0.9601662887377174,0.6584511391394102,161.22799999999998,148.12399999999997,161.10732483609,62,0,0.07811159885051269,-0.3608860946154316,0.3608860946154316,0.07811159885051269,1.25,2.0833333333333335,2.9166666666666665,2.548405447239309,375.97395690943733,8.388905057061258,7.008071689507773,7.008071689507773,5.91501490017253,4.258253928972525,4.258253928972525,2.9630507149967715,2.9630507149967715,2.121033991540833,2.121033991540833,1.5289030487933146,1.5289030487933146,-1.2800000000000002,1058.2687598112593,7.373472958333818,2.990846687255987,1.1016190660304084,71.3920029980524,10.717645998109393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.19910120538483,11.629818560158606,23.520590126620142,6.544756405912575,5.733667477162185,10.902924932081056,0.0,4.9839785209472085,0.0,6.4208216229260096,6.544756405912575,36.02576333715651,0.0,0.0,5.733667477162185,0.0,0.0,0.0,11.528734926859784,6.4208216229260096,0.0,5.563451491696996,30.462311845459517,0.0,10.902924932081056,0.0,43.43,0.0,0.0,0.0,0.0,0.0,12.965578028838586,16.46637642377805,0.0,6.06636706846161,35.113590775107305,0.0,0.0,0.0,3.245185185185185,1.3343981481481484,6.452135770975056,0.0,8.369364606953893,3.13875,0.9601662887377174,0.0,0.2,12,4,2,0,0,0,1,1,2,0,2,2,2,0,0,0,2,0.9522999999999999,49.75780000000002,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
661,661,10.228074728309702,-0.6496218690994227,10.228074728309702,0.6467942396614941,0.5007022696968609,454.6110000000002,416.30700000000024,454.28260911608993,179,1,0.16054450342557278,-0.4928699784588873,0.4928699784588873,0.16054450342557278,0.8484848484848485,1.4242424242424243,1.9696969696969697,2.023333418849267,938.2039770028957,24.432510652501765,21.079842278425904,21.079842278425904,15.842432787502405,11.313377846331422,11.313377846331422,8.586891877570459,8.586891877570459,6.364486868739744,6.364486868739744,4.19114913363557,4.19114913363557,-2.91,15777873.299051952,26.343179198047235,12.362155765232773,6.326433951969804,198.56922331120978,23.847361546050674,0.0,22.99804733313562,0.0,0.0,0.0,0.0,0.0,5.261891554738487,0.0,25.98020853630447,54.151920549253845,6.4208216229260096,60.06058674180152,23.847361546050674,0.0,5.261891554738487,0.0,0.0,38.52492973755606,48.576374959612465,53.443011440325044,0.0,29.067268645927893,23.847361546050674,0.0,22.99804733313562,0.0,48.576374959612465,11.83581209232279,17.249018913692154,37.81602062862726,36.39820241076966,0.0,0.0,0.0,65.15,5.41499046939678,5.261891554738487,0.0,0.0,11.49902366656781,55.33235888502938,10.463361222547473,28.439190165110134,44.179309741689295,19.183260363931073,18.947451815200196,21.582434514468773,0.0,1.4284187796764458,10.228074728309702,1.5235878055169534,3.9040760741911544,14.47424270392455,2.642913229152129,6.05419873004129,8.74538676805234,0.48148148148148145,33,1,6,0,0,0,2,0,2,5,1,6,13,0,0,0,2,3.6342700000000026,130.53270000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
662,662,10.85578542937049,-0.10984372676524212,10.85578542937049,0.10984372676524212,0.6898833860063303,265.33299999999997,244.16499999999996,265.15466895209,104,2,0.22074743631883456,-0.49021319205007446,0.49021319205007446,0.22074743631883456,1.263157894736842,1.894736842105263,2.4210526315789473,2.3462034753047787,390.1824796027908,14.25071237662706,11.56467508474891,11.56467508474891,8.96923425058676,6.145927634099798,6.145927634099798,4.5460650731033665,4.5460650731033665,2.326067148549317,2.326067148549317,1.3852586978108425,1.3852586978108425,-1.59,13068.204542156445,15.467438253877082,7.759435821524982,6.785046519560318,113.51996548363257,20.476967556653417,24.94299103285736,6.103966387748303,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,38.11294267322769,12.611123474374185,0.0,19.954716136718908,11.594566004035068,0.0,0.0,0.0,20.771211599071872,18.468426974431825,36.4112754907427,0.0,5.749511833283905,15.37044016181271,5.687386274683562,5.749511833283905,0.0,24.165345494617707,4.794537184071822,12.145807216896262,20.771211599071872,24.26546827384644,0.0,0.0,0.0,75.17,0.0,9.901064578912528,0.0,18.618028081612728,12.29426823919648,11.729227103831523,6.923737199690624,24.26546827384644,19.16426300338758,5.316788604006331,4.736862953800049,5.43104686318972,0.0,10.85578542937049,14.238817321630723,0.719993187344829,0.5409451999165422,8.165151158735075,0.2843865740740743,6.097207599071881,0.0,0.35714285714285715,19,4,5,0,0,0,1,0,1,3,3,5,7,0,0,0,1,1.0634799999999998,72.80290000000004,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
