,index,Asphericity,Eccentricity,InertialShapeFactor,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusOfGyration,SpherocityIndex
47,47,0.6249026369152327,0.9891781981776407,0.001100534338058493,0.14671909299759228,0.9371738672953063,851.5625863602049,5439.3888756951565,5804.033878359509,4.316916348120661,0.14533616984288616
48,48,0.6403425913092203,0.9903116107417516,0.0011384808448738752,0.13886293108701614,0.9025389236925827,792.75723237361,5152.521653223898,5708.919048214832,4.433867409140539,0.08811278830001791
49,49,0.4527455124397578,0.9717118925513257,0.0005398462764545082,0.23616942620568174,0.8171113257616774,1513.6000031863398,5236.832409455696,6408.958295338933,4.475598000893312,0.11082321274078477
50,50,0.6119297075849717,0.9881868397155555,0.0011619498461385616,0.1532539389803176,0.9460271527803327,814.1721055553371,5025.834402798642,5312.56887080665,4.286786726377111,0.17552015519219907
51,51,0.48023506014293493,0.975570407304179,0.0005353463337517029,0.21968700551547937,0.8545055693987883,1596.1733844526775,6208.555865835322,7265.670451046361,4.486346445628769,0.11689780097697071
52,52,0.6019949018951812,0.9873884465953311,0.0010775972827443913,0.15831631479433483,0.9511038734966083,882.615322743174,5302.415315559954,5575.011797677073,4.276702982517284,0.1963321357592708
53,53,0.8191820870109475,0.9979150491370395,0.0020763146934315137,0.064541108650379,0.964796508761255,464.667765350512,6946.113060632023,7199.562806824877,4.980630981007858,0.06603812575672253
54,54,0.775775955014784,0.9966723081231049,0.0016155857039095074,0.08151263841001963,0.9562153505829786,591.869158206254,6943.148763834859,7261.072267457126,4.827308887689022,0.08660139359082705
55,55,0.7107450771397441,0.9939541025382033,0.0014229442176755635,0.10979636627627958,0.988237482718271,694.5019140192273,6250.96117959286,6325.363375611709,4.668454658710021,0.19085426700711283
56,56,0.6025822485397213,0.9876816282089284,0.0008694071101642709,0.156476839495691,0.8958705906547263,1030.4385369996057,5899.528542053982,6585.246355438957,4.342777689093723,0.11950166310394694
57,57,0.5527413213418118,0.9833738551093599,0.0008587502105686525,0.18159256892107603,0.9145658712252651,1064.9963865739867,5363.707082981587,5864.7575333154555,4.332477602361515,0.16786895490821604
58,58,0.45734275889211723,0.9724622930471661,0.0009207949995228914,0.2330602681742378,0.8787758685359948,954.3664648388959,3598.5293658609703,4094.934208714647,3.86522745460463,0.19077368892096683
59,59,0.8045292548812851,0.9975395231579756,0.0007971916944750877,0.07010634591646145,0.9538853381687551,1196.5570449110644,16280.66912492145,17067.742288791927,5.995710415506349,0.07114098855576595
60,60,0.3553857755598556,0.9539953001672974,0.0005086453965096832,0.29982155902921326,0.8973331294195204,1764.162490365599,5279.945356197861,5884.041481465671,4.258126332350881,0.24780519950144217
61,61,0.7526335495975255,0.9958745463159563,0.0009940711970926783,0.09074077363560669,0.945165885106249,950.8030087488091,9903.66878438334,10478.233440757374,5.129324846166191,0.07879464404696658
62,62,0.6238546862538077,0.9891845587320373,0.0009723151153221454,0.14667620381679092,0.9167033389082684,942.8047805309991,5892.382457150186,6427.796438668604,4.375306975416561,0.11284966095304581
63,63,0.5846003592103128,0.9862700454057626,0.0008386881982083562,0.1651405387399325,0.8915591811696217,1063.040094130585,5739.130822178698,6437.184365764286,4.5241780054795475,0.11672523403792924
64,64,0.7346257626319086,0.9950409014487727,0.0005875498251058707,0.09946659964035034,0.9878908029954249,1681.3736653183696,16699.209446915746,16903.902127928894,5.777451675650415,0.09343727334815358
65,65,0.718999503348478,0.9943717370723187,0.000617787106678728,0.10594738558255956,0.9825821201695786,1590.4866086507004,14750.564116672118,15012.042061305163,5.618824302580468,0.11128996706993374
66,66,0.809942743865495,0.9976613036125931,0.002265985991944667,0.06835146870420118,0.9773683760696185,431.32145544767553,6167.53317034383,6310.346560573096,4.7062905506154555,0.09313190370448171
67,67,0.7441451577132965,0.995548686479296,0.001743854539150756,0.0942486755840554,0.9461675433759079,542.572515157534,5446.914777195451,5756.818457078925,4.4814137000379795,0.09230746394224552
68,68,0.4823701480010704,0.9755168257534189,0.0005903815370757446,0.2199248114060205,0.9171967342891449,1553.5660868261039,6479.149543107263,7064.078295185818,4.49027340949495,0.13938520284746977
69,69,0.655905974048845,0.9911423171663314,0.0007395273340312303,0.1328040177184242,0.9520142258138161,1287.3279755925996,9228.294197022864,9693.441491522026,4.992411030646339,0.12714956494589127
70,70,0.6374954497418043,0.9901261881052166,0.0008573204290500711,0.14017892719033478,0.8843782224975066,1031.5608873072301,6508.0394193344955,7358.887016638228,4.56596196170118,0.06079607436496809
71,71,0.5332694371962271,0.9812567818923215,0.0007114279733023346,0.19270476898697875,0.9356179908266095,1315.1267955962157,6385.188579640764,6824.567977791355,4.470585488113677,0.12372569252013237
72,72,0.609758646956307,0.9881830296329157,0.0006613211081112044,0.153278504512251,0.9130154421349385,1380.5932260994916,8223.611906619175,9007.089614376722,4.715983401882256,0.10304472520002997
73,73,0.6262000164832523,0.9892159212102121,0.0006409457969734335,0.14646453913569515,0.9470072793029392,1477.5153901854694,9553.287355729342,10087.871090876093,4.841893980199332,0.13030112946038366
74,74,0.5907956049279723,0.9865469781047547,0.0009195412584118526,0.16347801073042428,0.9434035770007801,1025.9502424395184,5920.582983715802,6275.769064325803,4.4522568048173286,0.18722463227601446
75,75,0.4351413745182596,0.9686799560393788,0.0005957458234739232,0.24831259083571847,0.7840815106362293,1316.1342971136244,4155.876930798633,5300.312371128888,4.291598476975772,0.08960549775225266
76,76,0.8212362004788162,0.9979598418617618,0.002491825706865096,0.0638447651044909,0.9715146088764607,389.88064301603947,5932.74546140647,6106.697117264746,4.724563041169875,0.08914198526247297
77,77,0.6553202436752508,0.9912396941294008,0.000997502375707657,0.1320752390959479,0.9019816218494244,904.2400738239172,6175.3280471930875,6846.401187788268,4.814445880531407,0.07994062094628385
78,78,0.7984888300756846,0.9973340767594258,0.0021444932688300593,0.07297081152367492,0.9815018807642392,457.6847570613748,6156.138878997079,6272.16208103814,4.592639809454523,0.11798112306457945
79,79,0.3652171031051826,0.9561304992223413,0.0005675096418797281,0.2929410665250545,0.8986233120113742,1583.4502988088768,4857.377522380713,5405.3544543692315,4.129695823443418,0.19463201063648478
80,80,0.7704044367460886,0.9964451733374032,0.0009546096483806413,0.08424379224959125,0.9799844555600695,1026.58134371727,11941.933433270566,12185.839648288757,5.525008725541452,0.09467884180306801
81,81,0.7259532357845441,0.9948004325166961,0.0012597598566837574,0.1018435047737181,0.946003642659375,750.9396633336714,6975.326099680563,7373.4664277525935,4.8088364120373575,0.07818189063978048
82,82,0.3751376964009152,0.9581985365131331,0.0003809902394996646,0.286104115007264,0.7859548832641298,2062.92655763645,5667.053064750444,7210.405056858666,4.59038589864938,0.14649418020817373
83,83,0.5800064608811795,0.9854041099481521,0.0008743537176777962,0.17023143099113647,0.9677592646980717,1106.8281007237576,6292.276007239572,6501.902112197996,4.373520798722175,0.12521811503382832
84,84,0.7294570482003538,0.9949637254537052,0.0006566105806279166,0.10023564750768016,0.9373854434691831,1427.6124557310081,13350.770591021568,14242.562314186907,5.70095426524827,0.07037404750322415
85,85,0.7027533801227137,0.9937334809309563,0.0013504651628501803,0.11177552897143771,0.9468158114830186,701.1034697738869,5938.82987426657,6272.423635347248,4.698907028121885,0.10649765492875915
86,86,0.6222472576545541,0.9890453506478782,0.000633055984996274,0.14761197228482378,0.924805000718387,1460.858158893846,9152.43465535745,9896.610256484182,5.318217338709928,0.13578990088443327
87,87,0.5689202621831099,0.9849171153549755,0.000822440778186862,0.17302680682724772,0.9009926301086726,1095.5106483107327,5704.590163991324,6331.450417417142,4.353573967152158,0.1293450622059344
88,88,0.600100178345743,0.987481245815644,0.0007858374846534998,0.1577364547667521,0.8683103203056547,1104.9489713366368,6082.5418996607905,7005.032368519666,4.189445001978088,0.07552748289631532
89,89,0.7087979746362018,0.9939202397374027,0.0005939950119447033,0.1101024842605461,0.9760476088388822,1643.1915911942797,14566.730571256048,14924.200868218717,5.599169011756235,0.11374712928054598
90,90,0.4984246674455374,0.9771112013673423,0.0007514657517735499,0.21272917092507287,0.949328063238211,1263.301835110492,5637.627783700301,5938.545379634136,4.203216016494235,0.146804354172877
91,91,0.64963082466945,0.9907120956655275,0.000849331132612451,0.13597626080319453,0.9590224475649157,1129.1502345087317,7963.746136058053,8304.024745488547,4.82021732523936,0.12451950580105853
92,92,0.8531103609620396,0.9986546586674139,0.002088437883472315,0.05185434139848965,0.9819713554188174,470.1941882926175,8904.118959675006,9067.595414610989,5.3642099023590015,0.0673553470942422
93,93,0.3489638860946869,0.9523536123024875,0.0005585175372560052,0.3049960608506337,0.905517293505037,1621.287127265225,4813.516369297439,5315.764153620401,3.854885393719499,0.21299015155189793
94,94,0.7043335745567088,0.9938385622718323,0.0010249648203021113,0.11083732287211419,0.9336317524031331,910.8915095524377,7672.841731244495,8218.274187328021,4.609593553253728,0.08749526845052716
95,95,0.7094816966052314,0.9940718000790784,0.0008014665646883006,0.1087256008837889,0.9395271414671947,1172.2599330548335,10129.813171938498,10781.820689202728,5.024339410707683,0.08348439282256667
96,96,0.7561161129075203,0.9959812141373792,0.0013145269394925852,0.08956238655502796,0.9595695688118351,729.9733006477862,7820.91894030067,8150.444943751961,4.738381447055599,0.10244154280947314
97,97,0.8052976834999335,0.9975294115665785,0.0007425368289983879,0.07025007515751076,0.9805011906734583,1320.4748268123776,18430.259854397318,18796.7745778447,6.2456288924259225,0.09091101154327606
98,98,0.6269058646818766,0.9890821872370221,0.0010317652145151303,0.14736494457783436,0.9725477610217205,942.6056891041452,6220.808178571802,6396.403783847557,4.711373658345705,0.19019780571065437
99,99,0.6227322378372497,0.9890224958281794,0.0009843455088425913,0.14776502544851022,0.9376963295815164,952.6089377743739,6045.12401880132,6446.782213063789,4.354390809281538,0.13325786845730586
100,100,0.5454060216960407,0.9827976526230742,0.0006131243847773056,0.18468560853129656,0.8733870502676704,1424.4859150152631,6736.461824810762,7713.031493592917,4.70651067024796,0.12030484442807086
101,101,0.8865773993997912,0.9992163985066456,0.0020366255772361484,0.039580158607668184,0.9922223855719381,487.1893963535788,12213.195754643777,12308.929865157024,5.939080411741061,0.06870850741752939
102,102,0.681516528571096,0.9926144727737389,0.0014490756361335239,0.12131161708637922,0.9542433159661575,658.5186391735244,5179.940923737141,5428.3229833184905,4.514206005070184,0.13734979548365223
103,103,0.6336649860140204,0.9898676675970749,0.0004929963122432983,0.14199295984634921,0.9094117914689422,1844.6624627490908,11814.373027503965,12991.224809632835,5.277302683121294,0.08772915623269156
104,104,0.6612756035727568,0.991456680508839,0.0008946998793469003,0.1304363855463428,0.9543722753401259,1066.695433151041,7804.758951018202,8177.897821095743,4.829165437558145,0.14630551310095802
105,105,0.7711664212928859,0.9965315909972885,0.0016845739359132538,0.08321531195887558,0.9442796503037619,560.5450910599789,6360.7443162285945,6736.08111133437,4.857412977215563,0.07377697523210705
106,106,0.5641992753913034,0.9843379946167082,0.0007350618875419545,0.1762915549706146,0.9302945999554201,1265.6003742301527,6678.602353040242,7179.018725208425,4.313637705968824,0.14598024431411954
107,107,0.6758835190909948,0.9923974360336636,0.0010377991790036316,0.12307448538917536,0.9223242326211757,888.7309329986934,6660.178778670039,7221.081852899294,4.660999980091182,0.07645319128447496
108,108,0.7539843972506163,0.995885653503731,0.0007915079099405333,0.09061879024488528,0.9670037569128547,1221.7234278625297,13037.154231025486,13482.009907227672,5.629808470812119,0.07150550205114162
109,109,0.5426881079863367,0.9824663316692489,0.0005744192826990253,0.186440089938751,0.9017991348203037,1569.9318633298972,7593.662910926683,8420.570188770283,4.656912873285855,0.13119628554784213
110,110,0.6989364192431895,0.9935962713058019,0.000522668521425991,0.11298871468959815,0.9167972351972733,1754.0701182768478,14232.630570196352,15524.294820908599,5.738420091818955,0.07052840202086903
111,111,0.7057994141198198,0.9939138661066931,0.0013398795571527285,0.11016000526891112,0.9300831301600048,694.1542806552333,5860.758490250274,6301.327591268139,4.532797100245654,0.07284291555371315
112,112,0.7132564692216156,0.9942162662484019,0.0005254777131818704,0.10739653591753578,0.9528044173759458,1813.2156578183467,16086.551336731354,16883.371910716196,5.736259819833657,0.10608019183237966
113,113,0.7042890468753692,0.9938102007684104,0.0006427333252162211,0.11109133561467187,0.9459680828570943,1471.7893809829488,12532.62256137636,13248.462383132688,5.524563069971426,0.09196994131245548
114,114,0.5403212903553098,0.9813661190303978,0.0005709376449951021,0.1921471842604383,0.9825650247966016,1720.9673129979558,8800.34905053841,8956.505501872662,4.718580185391225,0.14494387672432316
115,115,0.7663575329001566,0.9963454109605363,0.0007759402912876231,0.08541558439699476,0.9614613516263042,1239.0919281054742,13947.560136665743,14506.62589096645,5.558752278392122,0.09994188303540794
116,116,0.47583609845267816,0.974822473196002,0.0005621965660530756,0.22298238888313557,0.901369743933142,1603.299981465995,6481.077276911867,7190.253855905544,4.335177423175816,0.17600822193545684
117,117,0.8095350449288861,0.9976646206885523,0.001173543070719956,0.06830303526467156,0.9661278244876756,823.2572357953311,11644.749301852351,12053.01100610305,5.429088176650775,0.07437437967325856
118,118,0.6531686274544047,0.9908724367915654,0.0006533876883001305,0.1348028709143288,0.9691971215835742,1483.3415733698032,10664.835054951705,11003.783252602318,5.069624990002473,0.11223988137027428
119,119,0.44140887645530763,0.969721254482338,0.0003923024331648116,0.24421443160714412,0.7896145478522649,2012.7699476198177,6507.856319798082,8241.814107274638,4.552975459662016,0.09742557879919453
120,120,0.6134528250465604,0.9882496373708535,0.0006854546883900733,0.15284846821730538,0.9534232421996109,1390.935474435101,8676.241412121803,9100.094300307946,4.785905489956175,0.13600952833585422
121,121,0.741422450563742,0.9953299331272266,0.0016560740318445045,0.09653146751681789,0.9867002700647918,595.8068607390838,6090.063743154923,6172.151693801623,4.696791006554663,0.14004466617062417
122,122,0.7856075728247666,0.9969709707321154,0.0016360603261395172,0.07777456857780374,0.9673982155198095,591.2973990405983,7354.846952331789,7602.708826974452,4.899512226635944,0.08119286255153962
123,123,0.5538058879084179,0.9835304395526441,0.0005755591244085339,0.18074256408876913,0.9036183492468617,1569.9835358799214,7849.097074554106,8686.296688304403,4.743414826455656,0.1138328978143001
124,124,0.5819462586816635,0.9854881781157216,0.0007236469545419419,0.16974407440071573,0.9752180221627963,1347.6433722851707,7742.515364620019,7939.266080674969,4.577427777030265,0.16488113985903402
125,125,0.6997318677629655,0.9936113978639164,0.0011118816559105697,0.1128556158767207,0.9357941595981673,841.6310806313318,6978.77056159467,7457.591490623722,4.7856787714912805,0.07354802323259371
126,126,0.6348397909635575,0.9899027078013051,0.0011194294084816857,0.14174847120037645,0.92630644248024,827.4808893368418,5407.471927781606,5837.670645259447,4.392483263016319,0.13270209489131188
127,127,0.5080513656156354,0.9788800308542889,0.0009578595018399797,0.20443552821050057,0.8799761530218498,918.6902163954927,3954.4275377130493,4493.789432967578,3.8173341228738047,0.17113445895701607
128,128,0.6139901719629771,0.9884133690905279,0.001503176618034474,0.15178607249386145,0.9333476740355725,620.9168389380621,3818.0794711306467,4090.7365790308154,4.009194114325236,0.20679725291465892
129,129,0.16976115421171822,0.8659695040567291,7.6706288635648e-05,0.5000968086718237,0.6532655501197717,8516.453627717001,11124.85756299034,17029.61002757711,4.961203185765831,0.22689089863116435
130,130,0.14589126204756447,0.8475262434337252,8.032922582175844e-05,0.5307534895703636,0.6632683140298771,8256.874222858754,10318.39291228294,15556.891071112053,4.892631626618491,0.262208912464514
131,131,0.16119710819669042,0.8706102199897263,9.013152112721954e-05,0.4919734188443928,0.707871583498609,7853.762752982466,11300.31677206224,15963.794896542058,4.962776923099508,0.23892772134182363
132,132,0.1132440318661509,0.833788516471308,7.273794233896315e-05,0.552083969881915,0.7563132310360071,10397.781497743536,14244.173258366565,18833.69571474338,5.209718896164259,0.4850398019921849
133,133,0.1511130692556778,0.8596399936406647,8.253792833887809e-05,0.5109002655445366,0.6923775187128566,8388.598219598443,11368.31826574643,16419.24811030889,4.9746806001045885,0.3449871681664563
134,134,0.18983612252387436,0.8912481986752551,9.07628756829079e-05,0.45351587442791125,0.7192055255805023,7924.00549419723,12566.238267504772,17472.38837933289,5.014015337907165,0.2665078504519868
135,135,0.12404060997126337,0.840784951372059,9.801367879750662e-05,0.5413692506471754,0.7274492565000968,7421.9156491716385,9972.98426968667,13709.52568935005,4.703962421542137,0.37182662692214913
136,136,0.10047453614267737,0.8133681495232326,8.416682750396064e-05,0.5817493045472013,0.7328382866622889,8706.972906015779,10968.303797846407,14966.881503696448,4.884856010121946,0.4314949957767515
137,137,0.14316697853493512,0.8457017259940754,8.592217803532149e-05,0.533655872871874,0.6662676626908874,7754.31533424343,9681.238071477002,14530.553730278485,4.741754453724154,0.3187475128454165
138,138,0.11842952864657835,0.8360926493244983,9.640063814797553e-05,0.5485882624934126,0.7348952820326337,7623.3445768747415,10212.321965094146,13896.29545157518,4.675173784282292,0.33793904069704583
139,139,0.14195848259162214,0.8640912271076454,0.00010523581842065791,0.5033352274931724,0.7879861133873455,7487.812849400171,11722.391405737048,14876.393386357488,4.845528177189245,0.4250053440910355
140,140,0.10667232856883356,0.8315018649603212,0.00010635390341934848,0.5555219604727681,0.80973315382755,7613.5724951703,11097.60280792922,13705.25926408182,4.725327559320995,0.5488967722277784
141,141,0.20309443332094898,0.8836078229040445,7.710130573814114e-05,0.4682277387156541,0.6285618821698857,8152.415528534212,10944.028354455006,17411.218632403623,5.0146578890386015,0.13426856574244864
142,142,0.27824663269075495,0.9330666158456791,0.0001522711840332331,0.35970361465280276,0.7709103766330377,5062.746320175635,10850.387690019044,14074.771878682279,4.83002667881306,0.20829849191362498
143,143,0.23643103114101527,0.9170844862305889,0.00012927468238541577,0.3986929208240055,0.7557711972701242,5846.242924944035,11082.26854338195,14663.523277165823,4.957528952038977,0.23430768553650552
144,144,0.32933068344908895,0.9484729194548447,0.00017159469970697315,0.3168582033983083,0.8431776295531285,4913.774323991337,13075.831846000305,15507.8021376472,5.0461579186174665,0.20549402612019715
145,145,0.3662283807524854,0.9565224562013472,0.0001665654399868642,0.2916586888514407,0.7939332883308916,4766.494708587228,12975.025131954884,16342.714586552538,5.149359723813483,0.1284132379349748
146,146,0.20969770175889568,0.8956946824941413,0.00010876161531589429,0.4446695804209226,0.6687783542047764,6149.029253218915,9248.075076401781,13828.31100656417,4.768225718858845,0.19663147190822305
147,147,0.28432772340887974,0.9358126022506851,0.0001670447609288074,0.35249790562328326,0.8082254508636395,4838.376530755706,11093.680247840273,13725.972420178035,4.803387285792089,0.2606235220704421
148,148,0.25663126154855626,0.9236187578895182,0.0001221112087567043,0.3833123922789656,0.7308437063543453,5985.066512694065,11411.4447667823,15614.069968127398,4.964234731990593,0.17925574352569737
149,149,0.25979294858309004,0.927086944864956,0.00014333604999083746,0.37484636407595323,0.7811209293591902,5449.5776143483945,11356.063546803742,14538.163195959862,4.837283901394373,0.27397098816969834
150,150,0.42472997235788307,0.9676257460835873,0.00019104964998418035,0.2523894124486623,0.8417839937939834,4406.100685678756,14695.485821947877,17457.549597390447,5.220319937547212,0.1846990161109739
